sample_id	chrom	start	end	cn_a	cn_b	was_cn_updated	is_ai	is_msai	msai_mirrored_vs_ref	is_reference	ai_pvalue	effect_size	diptest_pvalue
CRUK0063_SU_T1-R3	1	110252091	110466360	1.12519385253114	0	TRUE	FALSE	FALSE	FALSE	FALSE	525.015163755259	1.55309861508422	17193.6
CRUK0063_SU_T1-R3	1	110466361	110466396	1	0	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	1	110466397	111136600	0.159014142659319	0.0505793688336659	TRUE	FALSE	FALSE	FALSE	FALSE	12505.0799778929	NA	16657.92
CRUK0063_SU_T1-R3	1	111136601	115829312	1.10229068621764	0.00232457612854287	TRUE	TRUE	FALSE	FALSE	FALSE	3.28391780818916e-06	2.82643323643893	4927.26893417624
CRUK0063_SU_T1-R3	1	115829313	121310061	1.09887327526586	0	TRUE	TRUE	FALSE	FALSE	FALSE	7.53119182164844e-08	2.70184319490386	10441.8355877206
CRUK0063_SU_T1-R3	1	144860026	144886092	0.526469853674622	0.201687954455261	TRUE	FALSE	FALSE	FALSE	FALSE	6015.93911918891	0.659734309682951	13497.4697409889
CRUK0063_SU_T1-R3	1	144886093	144890832	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	1	144890833	145109582	0.636855372855714	0	TRUE	FALSE	FALSE	FALSE	FALSE	2126.78661543377	NA	8536.18194131556
CRUK0063_SU_T1-R3	1	145109583	151666839	0.954392445604623	0.75325765272055	TRUE	FALSE	FALSE	FALSE	FALSE	8061.07670567819	0.285752321661515	17002.0925302418
CRUK0063_SU_T1-R3	1	151666840	152128838	0.818029479337506	0.554651857435711	TRUE	FALSE	FALSE	FALSE	FALSE	6009.04394917685	0.452774504397729	13299.3544249314
CRUK0063_SU_T1-R3	1	152128839	152193935	2.26590412236193	1.56300001686132	TRUE	FALSE	FALSE	FALSE	FALSE	13999.931765173	0.374250215461533	13867.6535541575
CRUK0063_SU_T1-R3	1	152193936	152195578	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	1	152195579	152382745	0.92082829772089	0.132086642889152	TRUE	FALSE	FALSE	FALSE	FALSE	3.05512445664873	1.15079451150484	8046.64166437247
CRUK0063_SU_T1-R3	1	152382746	152382884	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	1	152382885	152382936	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	1	152382937	158299183	0.921221934224338	0.775768841533552	TRUE	FALSE	FALSE	FALSE	FALSE	1493.77824050511	0.312349706931663	14540.9416026334
CRUK0063_SU_T1-R3	1	158299184	158585066	0.931594547984083	0.645537945460309	TRUE	FALSE	FALSE	FALSE	FALSE	5458.31101147086	0.541359685581366	7297.19817330623
CRUK0063_SU_T1-R3	1	158585067	162348738	0.918864372836338	0.785770502058035	TRUE	FALSE	FALSE	FALSE	FALSE	7980.44209306459	0.267266319544858	15492.2449884965
CRUK0063_SU_T1-R3	1	162348739	196682956	1.06641058757041	0.567996763546628	TRUE	TRUE	FALSE	FALSE	FALSE	2.49788152020273e-19	0.971901372233168	9789.2722935897
CRUK0063_SU_T1-R3	1	196682957	196801189	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	2750.81727465997
CRUK0063_SU_T1-R3	1	196801190	200945854	0.599234884123093	0.741438309269847	TRUE	FALSE	FALSE	FALSE	FALSE	15871.6792056089	-0.278668425927047	13165.3067232022
CRUK0063_SU_T1-R3	1	200945855	204970243	0.744813868891403	0.759280554665287	TRUE	FALSE	FALSE	FALSE	FALSE	15842.1802473247	-0.0391821575187744	6942.34278341193
CRUK0063_SU_T1-R3	1	204970244	208062417	0.618429412441406	0.77841998529282	TRUE	FALSE	FALSE	FALSE	FALSE	54.7821929930904	-0.225126657653228	9241.53609189932
CRUK0063_SU_T1-R3	1	208062418	227838935	0.742615665405673	0.886637387539379	TRUE	FALSE	FALSE	FALSE	FALSE	81.1561425839854	-0.386030396547089	17157.0257787513
CRUK0063_SU_T1-R3	1	227838936	231069652	0.695361950951663	0.81385566775702	TRUE	FALSE	FALSE	FALSE	FALSE	1992.79515543339	-0.374297996470012	12984.3815184438
CRUK0063_SU_T1-R3	1	231069653	233517963	0.37514893907996	0.942087291768227	TRUE	FALSE	FALSE	FALSE	FALSE	206.891338562713	-1.20062242468872	11040.4532587407
CRUK0063_SU_T1-R3	1	233517964	236702245	0.751757277548115	1.07458810590286	TRUE	FALSE	FALSE	FALSE	FALSE	264.923499431675	-0.848555918924056	16018.829722896
CRUK0063_SU_T1-R3	1	236702246	247614606	0.779661193797818	0.915409886994335	TRUE	FALSE	FALSE	FALSE	FALSE	681.563680223207	-0.407810123115983	13815.5105747116
CRUK0063_SU_T1-R3	1	247614607	249212481	0.779881660563267	0.249405375583321	TRUE	FALSE	FALSE	FALSE	FALSE	11390.9717419979	0.489586214303633	16359.2861757142
CRUK0063_SU_T1-R3	2	41509	3261278	0.76854371004004	0.957506657930859	TRUE	FALSE	FALSE	FALSE	FALSE	2702.99055878514	-0.490089175714102	6463.86210169209
CRUK0063_SU_T1-R3	2	3261279	10583531	1.24553971770552	0.833705309132609	TRUE	FALSE	FALSE	FALSE	FALSE	40.0512291327759	0.811147685531872	16976.1561804758
CRUK0063_SU_T1-R3	2	10583532	10595720	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	10595721	26457146	1.12210878634312	1.01195411391671	TRUE	FALSE	FALSE	FALSE	FALSE	8290.71411983268	0.184822643276534	17176.0454081287
CRUK0063_SU_T1-R3	2	26457147	26477243	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	26477244	27327220	1.02632909328876	0.843468448775105	TRUE	FALSE	FALSE	FALSE	FALSE	4477.42317001513	0.460496276960986	15774.100433496
CRUK0063_SU_T1-R3	2	27327221	29474042	1.07835502413329	0.966876352654387	TRUE	FALSE	FALSE	FALSE	FALSE	2597.66764800428	0.310694175987679	12994.5293860769
CRUK0063_SU_T1-R3	2	29474043	31417177	0.755517666251531	1.01248296375293	TRUE	FALSE	FALSE	FALSE	FALSE	7234.52824457299	NA	8530.90594529799
CRUK0063_SU_T1-R3	2	31417178	42490472	1.13737673720516	1.00347664279762	TRUE	FALSE	FALSE	FALSE	FALSE	1706.97760272467	0.342172486339434	14770.1176489084
CRUK0063_SU_T1-R3	2	42490473	42492190	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	42492191	42507244	1.14096076468134	1.18401516952822	TRUE	FALSE	FALSE	FALSE	FALSE	10545.9607752749	NA	10067.8340981204
CRUK0063_SU_T1-R3	2	42507245	42507504	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	42507505	42526509	0.966813447133196	0.777346213027835	TRUE	FALSE	FALSE	FALSE	FALSE	6992.4688461035	0.558126380325654	2596.13187787165
CRUK0063_SU_T1-R3	2	42526510	50539971	1.13922375062144	0.971874284435851	TRUE	FALSE	FALSE	FALSE	FALSE	1157.87240457628	0.341687370199541	8479.145078996
CRUK0063_SU_T1-R3	2	50539972	55181063	1.12669642676255	1.93156571751591	TRUE	FALSE	FALSE	FALSE	FALSE	7.36240437677843	-2.04772148251198	16771.3257977996
CRUK0063_SU_T1-R3	2	55181064	55237266	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	55237267	71801366	1.1458866722053	2.11293955019713	TRUE	TRUE	TRUE	TRUE	FALSE	2.19871155865219e-14	-2.40894296732186	14301.1268325932
CRUK0063_SU_T1-R3	2	71801367	71908148	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	71908149	73675371	1.51099607858757	2.05070853261474	TRUE	FALSE	FALSE	FALSE	FALSE	1397.1847398345	-1.28806107739561	16657.92
CRUK0063_SU_T1-R3	2	73675372	73679661	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	73679662	73679844	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	73679845	73680117	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	73680118	75720572	1.05507279936826	1.95586499447687	TRUE	FALSE	FALSE	FALSE	FALSE	21.3049460449981	-1.65471052184305	11409.9693243443
CRUK0063_SU_T1-R3	2	75720573	79253081	1.00306738431265	2.30207289621896	TRUE	FALSE	FALSE	FALSE	FALSE	2673.71579782734	NA	7138.56331379271
CRUK0063_SU_T1-R3	2	79253082	86308188	1.13493649814116	1.67595194795309	TRUE	FALSE	FALSE	FALSE	FALSE	0.243058217488963	-1.16855748937592	17124.1266431162
CRUK0063_SU_T1-R3	2	86308189	86364352	2	1	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	2	86364353	89197105	1.14045542581601	1.85803772809064	TRUE	FALSE	FALSE	FALSE	FALSE	0.097880896044582	-1.06197774360995	6552.37950054304
CRUK0063_SU_T1-R3	2	89197106	89495886	2	0	FALSE	FALSE	FALSE	FALSE	TRUE	3651.25617792652	NA	15053.4967499079
CRUK0063_SU_T1-R3	2	89495887	89512958	2	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	89512959	89568139	1.13794587767731	0	TRUE	FALSE	FALSE	FALSE	FALSE	9336.23495321622	NA	17280
CRUK0063_SU_T1-R3	2	89568140	89890697	2	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	89890698	89987086	2	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	2	89987087	91960943	3.20609514435728	0	TRUE	FALSE	FALSE	FALSE	FALSE	712.93901340948	4.08632533914862	13101.1452184198
CRUK0063_SU_T1-R3	2	95537330	96798509	0.9052285426634	0.509704260036414	TRUE	FALSE	FALSE	FALSE	FALSE	183.941911767761	1.22746764940629	17133.5949585343
CRUK0063_SU_T1-R3	2	96798510	102068949	1.19090389654983	0.955313745137452	TRUE	FALSE	FALSE	FALSE	FALSE	884.112141685542	0.435362975801079	16744.8495733739
CRUK0063_SU_T1-R3	2	102068950	113820260	0.550556135374455	0.868467772865609	TRUE	FALSE	FALSE	FALSE	FALSE	0.381298778845726	-0.671342073164374	3232.9040554547
CRUK0063_SU_T1-R3	2	113820261	113875513	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	113875514	113877494	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	2467.2560218572
CRUK0063_SU_T1-R3	2	113877495	113888556	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	14441.0856341094
CRUK0063_SU_T1-R3	2	113888557	132593756	0.50463890749455	0.614238183495429	TRUE	FALSE	FALSE	FALSE	FALSE	18.3574872961024	-0.16072603693304	4774.27172578768
CRUK0063_SU_T1-R3	2	132593757	135206339	0.128839119551084	0.597709372298672	TRUE	FALSE	FALSE	FALSE	FALSE	9698.8464484055	-0.767488932955282	3705.90078853198
CRUK0063_SU_T1-R3	2	135206340	139428846	0.717493502384137	1.09480443605082	TRUE	FALSE	FALSE	FALSE	FALSE	21.3781008076162	-1.54218874492584	5678.05161088152
CRUK0063_SU_T1-R3	2	139428847	141625694	0.443608224375174	0.871663847363759	TRUE	FALSE	FALSE	FALSE	FALSE	4238.40585842103	-0.799307982485527	13512.96
CRUK0063_SU_T1-R3	2	141625695	143798001	0.90204176766476	0.889758910032605	TRUE	FALSE	FALSE	FALSE	FALSE	17280	0.0375853102316317	16657.92
CRUK0063_SU_T1-R3	2	143798002	152525433	0.82544877253435	0.935281353460583	TRUE	FALSE	FALSE	FALSE	FALSE	6016.29590231482	-0.2765514294446	6678.67697618065
CRUK0063_SU_T1-R3	2	152525434	152584246	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	152584247	167055929	0.831074839652119	0.930221150207896	TRUE	FALSE	FALSE	FALSE	FALSE	128.302963029261	-0.13032468280608	17189.9336444996
CRUK0063_SU_T1-R3	2	167055930	167108301	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	167108302	170014026	0.730175670602851	0.954487131958393	TRUE	FALSE	FALSE	FALSE	FALSE	7684.35088636297	-0.555190176958345	14330.5442135158
CRUK0063_SU_T1-R3	2	170014027	170145661	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	170145662	183387080	0.852199886588076	0.971664417037346	TRUE	FALSE	FALSE	FALSE	FALSE	403.49338966935	-0.335020219807228	16597.6603141798
CRUK0063_SU_T1-R3	2	183387081	183584739	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	183584740	183989012	0.875066557181867	0.675167196466063	TRUE	FALSE	FALSE	FALSE	FALSE	6327.18536015337	0.626278823213201	13834.5596594803
CRUK0063_SU_T1-R3	2	183989013	185798444	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	185798445	189849827	0.550780004593164	1.02002076403153	TRUE	FALSE	FALSE	FALSE	FALSE	4991.23065046726	NA	15601.3714285714
CRUK0063_SU_T1-R3	2	189849828	189856977	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	2	189856978	189866062	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	2	189866063	189949758	1.14547788597388	0.799877499753554	TRUE	FALSE	FALSE	FALSE	FALSE	954.447904248143	1.21148503540193	5779.64542246098
CRUK0063_SU_T1-R3	2	189949759	202358522	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	5299.06979444264
CRUK0063_SU_T1-R3	2	202358523	202400883	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17280
CRUK0063_SU_T1-R3	2	202400884	212252809	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	9744.99598460262
CRUK0063_SU_T1-R3	2	212252810	216299550	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17107.491957516
CRUK0063_SU_T1-R3	2	216299551	217364538	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	5977.95576119286
CRUK0063_SU_T1-R3	2	217364539	220494208	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17108.8323574453
CRUK0063_SU_T1-R3	2	220494209	227877074	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	14926.9353694481
CRUK0063_SU_T1-R3	2	227877075	228163475	0.77778170543926	0.833974257464259	TRUE	FALSE	FALSE	FALSE	FALSE	10221.2070392722	-0.151797338199201	4337.98137771263
CRUK0063_SU_T1-R3	2	228163476	228167809	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	2	228167810	234115243	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17108.880197606
CRUK0063_SU_T1-R3	2	234115244	234181487	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17280
CRUK0063_SU_T1-R3	2	234181488	238166251	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	9197.71929214103
CRUK0063_SU_T1-R3	2	238166252	238245106	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	17280
CRUK0063_SU_T1-R3	2	238245107	238503472	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	14977.8096896675
CRUK0063_SU_T1-R3	2	238503473	239009336	1.33307673604849	0.86396507512316	TRUE	FALSE	FALSE	FALSE	FALSE	505.25403706539	1.21541256647793	11174.6404200816
CRUK0063_SU_T1-R3	2	239009337	239039297	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	15936.3342459888
CRUK0063_SU_T1-R3	2	239039298	240954202	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	11183.0439138812
CRUK0063_SU_T1-R3	2	240954203	242946562	1	0	FALSE	TRUE	FALSE	FALSE	TRUE	2.85276886298929e-12	2.42927960996395	2280.0496109234
CRUK0063_SU_T1-R3	3	239347	3170888	1.10722004517782	0.134473809784516	TRUE	FALSE	FALSE	FALSE	FALSE	1.84902417717458	2.80009153241127	5152.50731083063
CRUK0063_SU_T1-R3	3	3170889	15687038	1.25323117053524	0.0284486988620086	TRUE	TRUE	FALSE	FALSE	FALSE	3.52668836594457e-23	2.27706448622561	79.2853779534536
CRUK0063_SU_T1-R3	3	15687039	15751104	1	0	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	3	15751105	17226691	1.16311007260025	0	TRUE	FALSE	FALSE	FALSE	FALSE	554.23854031699	5.53938305930101	12558.4768249439
CRUK0063_SU_T1-R3	3	17226692	36526344	1.30511971622088	0.0542136451507752	TRUE	TRUE	FALSE	FALSE	FALSE	4.61546221886613e-12	2.5662968869334	4740.44559364917
CRUK0063_SU_T1-R3	3	36526345	39437959	1.08077742275152	0.00710285243171349	TRUE	TRUE	FALSE	FALSE	FALSE	4.43731968174548e-08	3.13433177472909	11878.1455033147
CRUK0063_SU_T1-R3	3	39437960	40524272	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	3	40524273	41961177	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	3	41961178	44852353	1.08675206272819	0.00201869669038568	TRUE	TRUE	FALSE	FALSE	FALSE	0.000397153041479343	3.24375882095654	17107.5111691666
CRUK0063_SU_T1-R3	3	44852354	44867709	1	0	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	3	44867710	48465013	1.09533187680243	0	TRUE	TRUE	FALSE	FALSE	FALSE	5.5168607767241e-12	2.82546359632135	10202.9948744971
CRUK0063_SU_T1-R3	3	48465014	48501853	1	0	FALSE	NA	FALSE	FALSE	TRUE	Inf	0	17280
CRUK0063_SU_T1-R3	3	48501854	58552389	1.0427315619091	0	TRUE	TRUE	FALSE	FALSE	FALSE	3.61496823717137e-31	2.50962249759195	4001.62547231672
CRUK0063_SU_T1-R3	3	58552390	79174660	1.19540846491209	0.0563226248637322	TRUE	TRUE	FALSE	FALSE	FALSE	2.11995531311075e-06	1.64280055958535	8463.85216585042
CRUK0063_SU_T1-R3	3	79174661	81810747	1	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	3	84963050	88040171	0.387638842572721	0.379255655071681	TRUE	FALSE	FALSE	FALSE	FALSE	17280	NA	7887.68938852524
CRUK0063_SU_T1-R3	3	88040172	89521692	0	0	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	3	89521693	93619897	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	3	93619898	97194317	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
CRUK0063_SU_T1-R3	3	97194318	98216959	1.04217021217961	0.571338455195073	TRUE	FALSE	FALSE	FALSE	FALSE	107.441321418678	2.07889213797598	15686.3449331071
CRUK0063_SU_T1-R3	3	98216960	101241271	1.32330513172514	0.608228169967039	TRUE	FALSE	FALSE	FALSE	FALSE	7.89018843300218	1.62291217883499	16929.0428125438
CRUK0063_SU_T1-R3	3	101241272	105253631	1.03118321572816	0.649518356435119	TRUE	FALSE	FALSE	FALSE	FALSE	14117.091639242	0.450404475945493	16657.92
CRUK0063_SU_T1-R3	3	105253632	107447740	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	NA	17280
CRUK0063_SU_T1-R3	3	107447741	108635008	1.05701611073578	0.940600615912512	TRUE	FALSE	FALSE	FALSE	FALSE	5813.79401242226	0.289865889160286	13182.4070265978
CRUK0063_SU_T1-R3	3	108635009	108833215	0.91887417574441	0.610716782120282	TRUE	FALSE	FALSE	FALSE	FALSE	4432.0987105624	0.632136626566827	15725.9516517645
CRUK0063_SU_T1-R3	3	108833216	111709666	0.978589765055365	0.771755406369998	TRUE	FALSE	FALSE	FALSE	FALSE	6161.22439661826	0.326848233023596	15739.6029913175
CRUK0063_SU_T1-R3	3	111709667	111981982	1.63520425161765	0.253285798168669	TRUE	FALSE	FALSE	FALSE	FALSE	9336.23495321622	NA	17280
CRUK0063_SU_T1-R3	3	111981983	111996517	1	1	FALSE	NA	FALSE	FALSE	FALSE	Inf	0	17280
