sample_id	chrom	start	end	cn_a	cn_b	ai_pvalue	amplification_logRthreshold	any_ai	diptest_pvalue	effect_size	gain_logRthreshold	heterozygous_SNP_number	homozygous_SNP_number	is_LOH	is_absolute_amplification	is_absolute_gain	is_absolute_loss	is_ai	is_homozygous_deletion	is_reference	is_relative_amplification_mean	is_relative_amplification_ttest	is_relative_gain_mean	is_relative_gain_ttest	is_relative_loss_mean	is_relative_loss_ttest	loss_logRthreshold	meanlogR	mirrored_vs_ref	negative_cn_called	ploidy	purity	was_cn_updated	width
G_RLX001_SU_T1-R1	10	129899544	135439138	1.0	0.0	1.14174721554349e-05	0.550444978245491	True	1188.06662873158	3.06047792839477	0.15851067708362	47	1999	True	False	False	True	True	False	True	False	False	False	False	False	False	-0.178100978321965	-0.0899872459120866	False	False	2.3	0.43	False	5539595
G_RLX001_SU_T1-R1	10	27342410	27538741	1.0	0.0	inf	0.550444978245491		1424.1685882204		0.15851067708362	8	224	False	False	False	True	False	False	True	False	False	False	False	True	True	-0.178100978321965	-0.914100579209088	False	False	2.3	0.43	False	196332
G_RLX001_SU_T1-R1	10	27538742	44141481	1.0	0.0	7.25778761611149e-10	0.550444978245491	True	1573.88462627565	3.20427154898237	0.15851067708362	72	2620	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.369579958553999	False	False	2.3	0.43	False	16602740
G_RLX001_SU_T1-R1	10	44141482	64578307	1.0	0.0	4.44344071908703e-09	0.550444978245491	True	873.829480508428	3.35808273936475	0.15851067708362	70	3426	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.250657655947293	False	False	2.3	0.43	False	20436826
G_RLX001_SU_T1-R1	10	64578308	69407254	1.0	0.0	inf	0.550444978245491		1712.0		0.15851067708362	2	268	False	False	False	True	False	False	True	False	False	False	False	True	True	-0.178100978321965	-0.525018348400287	False	False	2.3	0.43	False	4828947
G_RLX001_SU_T1-R1	10	69407255	71007178	1.0	0.0	0.990265153406409	0.550444978245491	False	1540.76027380673	2.45693604072902	0.15851067708362	18	965	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.778267325215407	False	False	2.3	0.43	False	1599924
G_RLX001_SU_T1-R1	10	71007179	105199955	1.0	0.0	1.4132096358686902e-31	0.550444978245491	True	0.126983595215298	3.86271939629489	0.15851067708362	203	13395	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.38881220991516	False	False	2.3	0.43	False	34192777
G_RLX001_SU_T1-R1	10	95096	27342409	1.0	0.0	3.24456814742304e-20	0.550444978245491	True	207.234362250514	3.89381501670814	0.15851067708362	137	7221	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.412196137045812	False	False	2.3	0.43	False	27247314
G_RLX001_SU_T1-R1	11	1018487	1272709	1.37284538006376	0.454448843082087	1.47137454226933	0.550444978245491	False	1343.63253912298	1.60744657285947	0.15851067708362	42	602	True	False	False	False	True	False	False	False	False	False	False	False	False	-0.178100978321965	0.137993537807087	False	False	2.3	0.43	True	254223
G_RLX001_SU_T1-R1	11	101849190	116619177	0.864055775225301	0.8798108160226	783.900395571356	0.550444978245491	False	1695.86797500557	-0.0632585329016601	0.15851067708362	89	4314	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0965307957854426	True	False	2.3	0.43	True	14769988
G_RLX001_SU_T1-R1	11	116619178	134856707	1.09590838412004	0.961745532048328	186.985943883791	0.550444978245491	False	956.220407582704	0.313494896700811	0.15851067708362	143	8303	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0236806903581782	False	False	2.3	0.43	True	18237530
G_RLX001_SU_T1-R1	11	1272710	1275911	1.0	1.0	inf	0.550444978245491		878.358436001601		0.15851067708362	6	23	False	False	False	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.321012526368524	False	False	2.3	0.43	False	3202
G_RLX001_SU_T1-R1	11	1275912	1279353	0.918809989855333	0.986306329467733	1712.0	0.550444978245491	False	1712.0		0.15851067708362	2	25	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.113796208008071	True	False	2.3	0.43	True	3442
G_RLX001_SU_T1-R1	11	1279354	2992747	2.22053932850982	1.19279047769788	19.1104179502855	0.550444978245491	False	1275.78468377757	1.03290046591633	0.15851067708362	22	1379	False	False	True	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.217288536575773	False	False	2.3	0.43	True	1713394
G_RLX001_SU_T1-R1	11	197278	1018486	1.14827936793411	0.324279716472334	5.42180193339626	0.550444978245491	False	664.508224210162	1.59899766805264	0.15851067708362	15	2159	True	False	False	True	True	False	False	False	False	False	False	False	False	-0.178100978321965	-0.101587613802017	False	False	2.3	0.43	True	821209
G_RLX001_SU_T1-R1	11	2992748	3845449	0.695446141934138	0.656021920448005	1403.3393047646	0.550444978245491	False	1230.23789594676	0.170516265351224	0.15851067708362	10	705	False	False	False	True	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.171996488393891	False	False	2.3	0.43	True	852702
G_RLX001_SU_T1-R1	11	32413477	45949105	1.08603475116312	0.918952509745693	557.805167488208	0.550444978245491	False	483.943336209591	0.467309821434857	0.15851067708362	36	2482	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.0122128974920929	False	False	2.3	0.43	True	13535629
G_RLX001_SU_T1-R1	11	3845450	32413476	1.13537478822747	1.02414316593258	1081.97865129822	0.550444978245491	False	1696.62532935712	0.263893925372006	0.15851067708362	244	10443	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0066985456959146	False	False	2.3	0.43	True	28568027
G_RLX001_SU_T1-R1	11	45949106	48285520	0.531217655108773	0.492268706876453	1343.3829879176	0.550444978245491	False	1194.25215825955	0.087989531470144	0.15851067708362	33	1961	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.344019638116518	False	False	2.3	0.43	True	2336415
G_RLX001_SU_T1-R1	11	48285521	48346946	1.0	0.0	494.501555185182	0.550444978245491	False	1545.69142857143		0.15851067708362	5	62	True	False	False	True	True	False	True	False	False	False	False	True	False	-0.178100978321965	-0.17986978524062	False	False	2.3	0.43	False	61426
G_RLX001_SU_T1-R1	11	48346947	48366895	1.0	0.0	inf	0.550444978245491		1416.22304808784		0.15851067708362	9	12	False	False	False	True	False	False	True	False	False	False	False	False	False	-0.178100978321965	-0.0679423489686632	False	False	2.3	0.43	False	19949
G_RLX001_SU_T1-R1	11	48366896	48366970	1.0	0.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	1	0	False	False	False	True	False	False	False	False		True		False		-0.178100978321965	0.304730646401743	False	False	2.3	0.43	False	75
G_RLX001_SU_T1-R1	11	48366971	48453705	1.0	0.0	inf	0.550444978245491		1395.14860002727		0.15851067708362	22	12	False	False	False	True	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.054540814469198	False	False	2.3	0.43	False	86735
G_RLX001_SU_T1-R1	11	48453706	48453794	1.0	1.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	0	1	False	False	False	False	False	False	False	False		False		True		-0.178100978321965	-0.605807455138494	False	False	2.3	0.43	False	89
G_RLX001_SU_T1-R1	11	48453795	48510982	1.0	1.0	inf	0.550444978245491		1712.0		0.15851067708362	2	17	False	False	False	False	False	False	False	False	False	False	False	True	True	-0.178100978321965	-0.362310369240778	False	False	2.3	0.43	False	57188
G_RLX001_SU_T1-R1	11	48510983	55564003	0.726624127777486	0.296892432513253	897.857923732017	0.550444978245491	False	1427.99999259684	0.618630682122738	0.15851067708362	15	518	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.385972428641255	False	False	2.3	0.43	True	7053021
G_RLX001_SU_T1-R1	11	55564004	101849189	0.939351063025271	0.876977303840315	1311.97087397286	0.550444978245491	False	1695.01189129496	0.158035350898835	0.15851067708362	298	22593	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.106000145352441	False	False	2.3	0.43	True	46285186
G_RLX001_SU_T1-R1	12	121454315	124221733	1.0	0.0	6.95402969644317e-06	0.550444978245491	True	1132.14730669197	2.08278300472988	0.15851067708362	48	2543	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.198421088875147	False	False	2.3	0.43	False	2767419
G_RLX001_SU_T1-R1	12	124221734	133810949	1.24986703477001	1.69666701104434	0.130442868332144	0.550444978245491	False	1546.15387402311	-0.648750241348385	0.15851067708362	52	3727	False	False	True	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.123280315284283	True	False	2.3	0.43	True	9589216
G_RLX001_SU_T1-R1	12	208351	34182570	1.63706575318837	1.05337289531322	1.62730353343006e-18	0.550444978245491	True	1266.96848406819	1.25982474493246	0.15851067708362	314	12893	False	False	True	False	True	False	False	False	False	False	False	False	False	-0.178100978321965	0.135986133450105	False	False	2.3	0.43	True	33974220
G_RLX001_SU_T1-R1	12	38710758	50529877	1.23050298712499	1.77362856514252	0.0030047967267641	0.550444978245491	True	414.85197852667	-1.0939523607927	0.15851067708362	73	5107	False	False	True	False	True	False	False	False	False	True	True	False	False	-0.178100978321965	0.201608029060998	True	False	2.3	0.43	True	11819120
G_RLX001_SU_T1-R1	12	50529878	51844553	0.52293685426665	1.05482846958173	5.05327354388333	0.550444978245491	False	473.88669921041	-1.6741960249783	0.15851067708362	20	766	False	False	False	False	False	False	False	False	False	False	False	True	True	-0.178100978321965	-0.276961562647746	True	False	2.3	0.43	True	1314676
G_RLX001_SU_T1-R1	12	51844554	53186908	1.842992315181	2.68937036935514	5.6475039557149e-05	0.550444978245491	True	1387.71870428205	-1.47317646728908	0.15851067708362	66	1624	False	True	True	False	True	False	False	True	True	True	True	False	False	-0.178100978321965	0.57010128346013	True	False	2.3	0.43	True	1342355
G_RLX001_SU_T1-R1	12	53186909	53207627	2.0	2.0	inf	0.550444978245491		1712.0		0.15851067708362	2	74	False	True	True	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.506264518706208	False	False	2.3	0.43	False	20719
G_RLX001_SU_T1-R1	12	53207628	53294475	1.0	1.0	inf	0.550444978245491		1712.0		0.15851067708362	3	152	False	False	False	False	False	False	False	False	False	True	False	False	False	-0.178100978321965	0.159340123482603	False	False	2.3	0.43	False	86848
G_RLX001_SU_T1-R1	12	53294476	62786820	1.10154108037605	1.49909462870043	3.2396893628902	0.550444978245491	False	176.664016985442	-0.581567092619085	0.15851067708362	60	6264	False	False	True	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.120503904011023	True	False	2.3	0.43	True	9492345
G_RLX001_SU_T1-R1	12	62786821	121454314	0.8804628468953	1.50499283997668	1.17414833105032e-24	0.550444978245491	True	197.244705448708	-1.53104504162298	0.15851067708362	300	16167	False	False	False	False	True	False	False	False	False	False	False	False	False	-0.178100978321965	0.0679838050381511	True	False	2.3	0.43	True	58667494
G_RLX001_SU_T1-R1	13	19600440	20425947	0.790988891299555	0.352761166163626	180.089568765511	0.550444978245491	False	214.032686169435	4.53881175269555	0.15851067708362	6	242	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.355050470178002	False	False	2.3	0.43	True	825508
G_RLX001_SU_T1-R1	13	20425948	21952719	0.931156978548012	0.57297996098515	494.501555185182	0.550444978245491	False	718.389949783048		0.15851067708362	5	468	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.15644073609377	False	False	2.3	0.43	True	1526772
G_RLX001_SU_T1-R1	13	21952720	23808696	1.0	1.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	1	104	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0247460918177163	False	False	2.3	0.43	False	1855977
G_RLX001_SU_T1-R1	13	23808697	28608331	1.02813446875874	1.07131749163298	749.039100734464	0.550444978245491	False	1443.24295639701	-0.153081867168751	0.15851067708362	34	1821	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.0084747359450735	True	False	2.3	0.43	True	4799635
G_RLX001_SU_T1-R1	13	28608332	28647621	0.433714641124692	0.69523183410164	114.281161970414	0.550444978245491	False	235.509262777295	-1.84885454892328	0.15851067708362	8	46	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.502433752803726	True	False	2.3	0.43	True	39290
G_RLX001_SU_T1-R1	13	28647622	115091783	1.03273008686165	1.0077210974877	1632.87198349896	0.550444978245491	False	1644.76353533005	0.0798308912703541	0.15851067708362	227	13625	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0256765944311994	False	False	2.3	0.43	True	86444162
G_RLX001_SU_T1-R1	14	105404405	107283126	0.966793144368336	0.0	0.118382044917003	0.550444978245491	False	1123.93469315898	2.75422138864126	0.15851067708362	43	1165	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.3008605058771	False	False	2.3	0.43	True	1878722
G_RLX001_SU_T1-R1	14	20228483	34985684	0.999360656605079	0.0989079498458289	1.7925048961512e-20	0.550444978245491	True	0.469817751790934	3.63835601038924	0.15851067708362	137	7257	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.373674466355321	False	False	2.3	0.43	True	14757202
G_RLX001_SU_T1-R1	14	34985685	51221560	0.575378651035493	0.0	2.3440789531083e-06	0.550444978245491	True	1696.64460401273	3.25531211334932	0.15851067708362	59	2778	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.628686679668748	False	False	2.3	0.43	True	16235876
G_RLX001_SU_T1-R1	14	51221561	94083726	0.917916768723427	0.0569896015463337	1.0422888812918501e-24	0.550444978245491	True	2.99697335765417	3.17855053044517	0.15851067708362	171	13749	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.411641769686138	False	False	2.3	0.43	True	42862166
G_RLX001_SU_T1-R1	14	94083727	105404404	1.14547883947787	0.280715354930404	6.46273225980631e-10	0.550444978245491	True	554.655942311222	3.1831745202654	0.15851067708362	75	5488	True	False	False	True	True	False	False	False	False	False	False	True	True	-0.178100978321965	-0.225572489616693	False	False	2.3	0.43	True	11320678
G_RLX001_SU_T1-R1	15	20169972	102389791	1.0	1.0		0.550444978245491	False	1162.65617542796		0.15851067708362	465	31956	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0784734415865796	False	False	2.3	0.43	False	82219820
G_RLX001_SU_T1-R1	16	22262527	31193942	2.0	1.0	2.65619693272953e-07	0.550444978245491	True	1343.47068637629	1.40176671312744	0.15851067708362	56	5283	False	False	True	False	True	False	True	False	False	False	False	False	False	-0.178100978321965	0.115865879121068	False	False	2.3	0.43	False	8931416
G_RLX001_SU_T1-R1	16	31193943	34682405	2.0	1.0	326.016611669297	0.550444978245491	False	1510.73856498193		0.15851067708362	8	868	False	False	True	False	False	False	True	False	False	False	False	False	False	-0.178100978321965	0.156689406400885	False	False	2.3	0.43	False	3488463
G_RLX001_SU_T1-R1	16	46508175	68155885	2.0	1.0	1.3470057694208198e-11	0.550444978245491	True	516.692269962104	2.29717999653605	0.15851067708362	82	7695	False	False	True	False	True	False	True	False	False	True	True	False	False	-0.178100978321965	0.375832698961882	False	False	2.3	0.43	False	21647711
G_RLX001_SU_T1-R1	16	68155886	90161262	1.63079394466096	1.54105425916231	529.693879694645	0.550444978245491	False	1678.8835348424	0.217001401675886	0.15851067708362	161	12622	False	False	True	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.264459664485224	False	False	2.3	0.43	True	22005377
G_RLX001_SU_T1-R1	16	97409	22262526	1.48579833155777	1.46958311655214	514.927455735115	0.550444978245491	False	1580.26341655039	0.0330536186738775	0.15851067708362	161	16470	False	False	True	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.230825102340127	False	False	2.3	0.43	True	22165118
G_RLX001_SU_T1-R1	17	57352592	59161985	0.7373817100211	0.568143353548189	398.961025652926	0.550444978245491	False	907.187907629958	0.793860990444879	0.15851067708362	8	665	False	False	False	True	False	False	False	False	False	False	False	True	True	-0.178100978321965	-0.294934331632581	False	False	2.3	0.43	True	1809394
G_RLX001_SU_T1-R1	17	59161986	61565997	0.728665998955815	0.552641818249678	375.714925296768	0.550444978245491	False	1502.36396066147	0.784485274399444	0.15851067708362	15	891	False	False	False	True	False	False	False	False	False	False	False	True	True	-0.178100978321965	-0.321264869362124	False	False	2.3	0.43	True	2404012
G_RLX001_SU_T1-R1	17	5953	57352591	1.0	0.0	3.06386629072212e-83	0.550444978245491	True	1283.62985237807	1.70606658832806	0.15851067708362	519	35865	True	False	False	True	True	False	True	False	False	False	False	False	False	-0.178100978321965	-0.170179611748108	False	False	2.3	0.43	False	57346639
G_RLX001_SU_T1-R1	17	61565998	66251936	0.797739250541814	0.832036075264835	1470.22857633067	0.550444978245491	False	877.032401972186	-0.121538173278822	0.15851067708362	40	2404	False	False	False	False	False	False	False	False	False	False	False	True	True	-0.178100978321965	-0.197129161531327	True	False	2.3	0.43	True	4685939
G_RLX001_SU_T1-R1	17	66251937	81083520	0.864151527446777	0.724450740494717	338.222108881888	0.550444978245491	False	1371.34070819716	0.341619344830737	0.15851067708362	136	13108	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.163067274500225	False	False	2.3	0.43	True	14831584
G_RLX001_SU_T1-R1	18	158494	24126874	1.80518844775092	0.858355007546485	1.32360051546877e-15	0.550444978245491	True	876.775896392048	2.53226961914627	0.15851067708362	112	5321	False	False	True	False	True	False	False	False	False	False	False	False	False	-0.178100978321965	0.11369409340111	False	False	2.3	0.43	True	23968381
G_RLX001_SU_T1-R1	18	24126875	77960841	1.95663960863922	0.980931037839505	1.6070188687984e-18	0.550444978245491	True	61.3654698477639	2.93670654249145	0.15851067708362	134	8942	False	False	True	False	True	False	False	False	False	True	True	False	False	-0.178100978321965	0.230080169737879	False	False	2.3	0.43	True	53833967
G_RLX001_SU_T1-R1	19	281376	7755056	1.0	0.0	5.3081376723723694e-12	0.550444978245491	True	836.130063270351	3.37817027936183	0.15851067708362	84	11732	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.188479192721541	False	False	2.3	0.43	False	7473681
G_RLX001_SU_T1-R1	19	29567134	38983214	1.0	0.0	9.07055584124303e-15	0.550444978245491	True	292.520427433288	3.44526048129444	0.15851067708362	101	5892	True	False	False	True	True	False	True	False	False	False	False	False	False	-0.178100978321965	-0.0752696308987535	False	False	2.3	0.43	False	9416081
G_RLX001_SU_T1-R1	19	38983215	42027500	1.0	0.0	7.76512598871286e-06	0.550444978245491	True	1370.96954740518	2.40686104874761	0.15851067708362	47	4190	True	False	False	True	True	False	True	False	False	False	False	False	False	-0.178100978321965	-0.169077979865456	False	False	2.3	0.43	False	3044286
G_RLX001_SU_T1-R1	19	42027501	45016113	1.19711310982194	1.06116024382238	798.789944316488	0.550444978245491	False	1494.63671011952	0.270133771442739	0.15851067708362	71	2799	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.0457553980092841	False	False	2.3	0.43	True	2988613
G_RLX001_SU_T1-R1	19	45016114	51301427	1.0	0.0	8.91779335326844e-14	0.550444978245491	True	1657.8170035943	2.67170881231572	0.15851067708362	98	8808	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.230156256145373	False	False	2.3	0.43	False	6285314
G_RLX001_SU_T1-R1	19	51301428	51983738	1.16905256414246	0.933094995633818	1012.55168271226	0.550444978245491	False	1683.61335617575	0.373103808207396	0.15851067708362	17	1013	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	0.115033252370924	False	False	2.3	0.43	True	682311
G_RLX001_SU_T1-R1	19	51983739	52084879	2.42466981080603	1.60491503984531	215.346358981865	0.550444978245491	False	269.610781085935	0.712642308235247	0.15851067708362	15	160	False	True	True	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.483734826832706	False	False	2.3	0.43	True	101141
G_RLX001_SU_T1-R1	19	52084880	52129242	1.0	1.0	inf	0.550444978245491		1712.0		0.15851067708362	2	75	False	False	False	False	False	False	False	False	False	True	True	False	False	-0.178100978321965	0.405904013151236	False	False	2.3	0.43	False	44363
G_RLX001_SU_T1-R1	19	52129243	54705182	1.0768355397411	0.902980486725015	439.471583659917	0.550444978245491	False	21.7259707400298	0.413616554001381	0.15851067708362	63	2563	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0726253943063811	False	False	2.3	0.43	True	2575940
G_RLX001_SU_T1-R1	19	54705183	54710153	1.0	1.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	0	9	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.110413968071963	False	False	2.3	0.43	False	4971
G_RLX001_SU_T1-R1	19	54710154	55349264	1.60513226441756	1.30432268769162	1673.33107975172	0.550444978245491	False	1695.60871257916	0.352800914740994	0.15851067708362	25	982	False	False	True	False	False	False	False	False	False	True	False	False	False	-0.178100978321965	0.177100754708931	False	False	2.3	0.43	True	639111
G_RLX001_SU_T1-R1	19	55349265	55377923	1.0	1.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	1	15	False	False	False	False	False	False	False	False	False	True	False	False	False	-0.178100978321965	0.18667953822091	False	False	2.3	0.43	False	28659
G_RLX001_SU_T1-R1	19	55377924	59083902	1.07793344759211	0.799583069133552	7.37372071660297	0.550444978245491	False	1262.12949515889	0.598401022562665	0.15851067708362	92	5106	False	False	False	False	False	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0224433266208477	False	False	2.3	0.43	True	3705979
G_RLX001_SU_T1-R1	19	7755057	8152790	1.35109370952599	0.035103571230089	326.016611669297	0.550444978245491	False	1440.9394483076		0.15851067708362	8	586	True	False	False	True	True	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0927816679259634	False	False	2.3	0.43	True	397734
G_RLX001_SU_T1-R1	19	8152791	8321634	1.0	0.0	131.006520813301	0.550444978245491	False	1650.368	1.36981789360356	0.15851067708362	6	402	True	False	False	True	True	False	True	False	False	False	False	True	True	-0.178100978321965	-0.282833554506946	False	False	2.3	0.43	False	168844
G_RLX001_SU_T1-R1	19	8321635	8386777	1.0	0.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	0	109	False	False	False	True	False	False	True	False	False	False	False	True	True	-0.178100978321965	-0.66432485537905	False	False	2.3	0.43	False	65143
G_RLX001_SU_T1-R1	19	8386778	8389838	1.0	0.0	inf	0.550444978245491		1712.0	0.0	0.15851067708362	0	28	False	False	False	True	False	False	True	False	False	False	False	True	True	-0.178100978321965	-0.527011949157453	False	False	2.3	0.43	False	3061
G_RLX001_SU_T1-R1	19	8389839	9325278	1.5116110974021	0.0	0.0091476793581204	0.550444978245491	True	51.1921143967418	3.75803578061688	0.15851067708362	30	1596	True	False	False	False	True	False	False	False	False	False	False	False	False	-0.178100978321965	-0.0436769254659886	False	False	2.3	0.43	True	935440
