sample_id	chrom	start	end	cn_a	cn_b
LAdrenalMet	chr5	57318866	58367957	4	1
LAdrenalMet	chr5	58382465	99928881	1	2
LAdrenalMet	chr5	99929353	180685900	1	2
LAdrenalMet	chr6	205696	6782298	2	1
LAdrenalMet	chr6	7245458	58773345	2	1
LAdrenalMet	chr6	61881006	70925185	2	1
LAdrenalMet	chr6	70930894	80431894	2	1
LAdrenalMet	chr6	80458909	108810565	2	0
LAdrenalMet	chr6	108833037	110118776	2	1
LAdrenalMet	chr6	110150990	139107230	2	1
LAdrenalMet	chr6	140128723	170847498	2	1
LAdrenalMet	chr7	80500	57999512	2	2
LAdrenalMet	chr7	61739232	159121569	2	2
LAdrenalMet	chr8	164050	29184507	4	0
LAdrenalMet	chr8	29195447	43086170	2	2
LAdrenalMet	chr8	46858035	48099109	2	2
LAdrenalMet	chr8	48101793	96801724	2	2
LAdrenalMet	chr8	96813185	101710929	2	2
LAdrenalMet	chr8	101747208	124150413	2	2
LAdrenalMet	chr8	124150990	145977731	2	2
LAdrenalMet	chr9	242529	24842558	2	2
LAdrenalMet	chr9	24891933	38773520	2	2
LAdrenalMet	chr9	71037776	117123750	2	2
LAdrenalMet	chr9	117124519	118244782	4	0
LAdrenalMet	chr9	118279910	121034033	2	2
LAdrenalMet	chr9	121142577	141068960	2	2
LAdrenalMet	chr10	167852	31081029	2	2
LAdrenalMet	chr10	31094499	36754332	2	2
LAdrenalMet	chr10	38012289	39054567	2	1
LAdrenalMet	chr10	42411044	55659939	2	2
LAdrenalMet	chr10	56585587	64351581	2	2
LAdrenalMet	chr10	64821923	86376297	2	2
LAdrenalMet	chr10	86767662	88421457	3	0
LAdrenalMet	chr10	91178000	92449965	2	2
LAdrenalMet	chr10	93203980	94436947	2	2
LAdrenalMet	chr10	94447558	96128383	3	0
LAdrenalMet	chr10	96227408	97376115	2	2
LAdrenalMet	chr10	97390533	99667593	4	0
LAdrenalMet	chr10	99684342	102746231	2	2
LAdrenalMet	chr10	104677662	105844219	3	0
LAdrenalMet	chr10	105883395	113636895	2	2
LAdrenalMet	chr10	115147900	135235890	2	2
LAdrenalMet	chr11	197337	2688526	2	1
LAdrenalMet	chr11	2899538	5270418	2	1
LAdrenalMet	chr11	5279153	51512796	2	1
LAdrenalMet	chr11	55707447	134942926	2	1
LAdrenalMet	chr12	193920	9626490	4	0
LAdrenalMet	chr12	9630126	23281554	3	0
LAdrenalMet	chr12	23283594	29864643	2	0
LAdrenalMet	chr12	29864808	34840686	3	0
LAdrenalMet	chr12	37864093	48213942	2	0
LAdrenalMet	chr12	48245828	49444545	3	0
LAdrenalMet	chr12	49455870	53442129	3	0
LAdrenalMet	chr12	53442956	133802299	2	2
LAdrenalMet	chr13	19455253	40345466	2	1
LAdrenalMet	chr13	40351064	74222154	2	0
LAdrenalMet	chr13	74310237	114989973	2	1
LAdrenalMet	chr14	20425051	37741821	2	1
LAdrenalMet	chr14	38110163	51717411	2	1
LAdrenalMet	chr14	52488385	56972779	2	1
LAdrenalMet	chr14	57054459	73700667	2	1
LAdrenalMet	chr14	73704224	107283598	2	1
LAdrenalMet	chr15	20029688	45439077	2	1
LAdrenalMet	chr15	45454720	102376761	2	1
LAdrenalMet	chr16	143503	1778515	2	1
LAdrenalMet	chr16	3213276	19243587	2	1
LAdrenalMet	chr16	20245283	23039075	1	1
LAdrenalMet	chr16	23043360	34461167	1	1
LAdrenalMet	chr16	46486172	89998794	2	1
LAdrenalMet	chr17	6157	4835852	2	2
LAdrenalMet	chr17	4911239	11888059	4	0
LAdrenalMet	chr17	11914615	22163680	2	2
LAdrenalMet	chr17	25800562	62410447	2	2
LAdrenalMet	chr17	62515017	64098545	3	0
LAdrenalMet	chr17	64100060	69404223	2	2
LAdrenalMet	chr17	70318866	79998444	2	2
LAdrenalMet	chr18	125632	14142302	2	1
LAdrenalMet	chr18	18559675	53037388	2	1
LAdrenalMet	chr18	53662881	77998496	2	1
LAdrenalMet	chr19	260137	6510003	2	1
LAdrenalMet	chr19	6516492	8079591	2	0
LAdrenalMet	chr19	8081543	16658684	2	1
LAdrenalMet	chr19	16665857	24603386	2	1
LAdrenalMet	chr19	27741320	59097308	2	1
LAdrenalMet	chr20	20061474	26369568	2	2
LAdrenalMet	chr20	29369570	62914092	2	2
LAdrenalMet	chr21	15281252	38114442	2	2
LAdrenalMet	chr21	38394733	39872696	2	2
LAdrenalMet	chr21	40516288	42852497	2	1
LAdrenalMet	chr21	42870522	48038575	2	2
LAdrenalMet	chr22	16568293	49998877	2	2
Primary	chr1	770085	16851440	1	0
Primary	chr1	17275895	21009611	1	0
Primary	chr1	21758505	63956746	1	0
Primary	chr1	63988904	67207598	1	0
Primary	chr1	67597693	69324595	1	0
Primary	chr1	69743750	80854094	1	0
Primary	chr1	80926312	87322286	0	1
Primary	chr1	87473642	90953336	1	0
Primary	chr1	92469678	94275908	1	0
Primary	chr1	95180880	121350213	1	0
Primary	chr1	144896319	212345669	1	0
Primary	chr1	212354412	213356494	1	0
Primary	chr1	213364581	249216384	1	0
Primary	chr2	30762	11758536	1	1
Primary	chr2	11761422	25646967	1	0
Primary	chr2	26558294	27685014	1	0
Primary	chr2	27688601	28780313	1	0
Primary	chr2	28789884	31276325	1	0
Primary	chr2	31280138	47368754	1	0
Primary	chr2	47371933	56978709	1	1
Primary	chr2	57230838	58306811	1	1
Primary	chr2	58309374	77420661	1	0
Primary	chr2	77429248	80057523	1	1
Primary	chr2	80062846	83008205	1	1
Primary	chr2	83504968	92266269	1	1
Primary	chr2	95346816	122207005	1	1
Primary	chr2	122455038	131141569	1	1
Primary	chr2	131893348	172399050	1	1
Primary	chr2	172416376	227670180	1	1
Primary	chr2	227857497	242979500	1	1
Primary	chr3	74710	6811529	1	1
Primary	chr3	6827403	31916987	1	1
Primary	chr3	31927419	70665990	1	1
Primary	chr3	70688829	73887945	1	0
Primary	chr3	73889849	87897910	1	1
Primary	chr3	87900375	90502271	1	1
Primary	chr3	93505756	124675577	1	1
Primary	chr3	125122081	131094744	1	1
Primary	chr3	131114421	151922841	1	1
Primary	chr3	152656180	153965068	1	1
Primary	chr3	154090291	175431181	1	1
Primary	chr3	176157040	194810129	1	1
Primary	chr3	194811612	197845233	1	1
Primary	chr4	92231	49092676	1	1
Primary	chr4	52681128	77259248	1	1
Primary	chr4	77262694	174106663	1	1
Primary	chr4	174109622	176134061	1	0
Primary	chr4	176150780	190790246	1	1
Primary	chr5	859828	46098606	1	1
Primary	chr5	49441779	50699552	1	0
Primary	chr5	50700597	57309750	1	0
Primary	chr5	57318866	58367957	0	1
Primary	chr5	58382465	99928881	1	0
Primary	chr5	99929353	180685900	1	1
Primary	chr6	205696	6782298	1	0
Primary	chr6	7245458	58773345	1	0
Primary	chr6	61881006	70925185	1	0
Primary	chr6	70930894	80431894	1	0
Primary	chr6	80458909	108810565	0	1
Primary	chr6	108833037	110118776	1	0
Primary	chr6	110150990	139107230	1	0
Primary	chr6	140128723	170847498	1	0
Primary	chr7	80500	57999512	1	1
Primary	chr7	61739232	159121569	1	1
Primary	chr8	164050	29184507	1	0
Primary	chr8	29195447	43086170	1	1
Primary	chr8	46858035	48099109	1	1
Primary	chr8	48101793	96801724	1	1
Primary	chr8	96813185	101710929	1	1
Primary	chr8	101747208	124150413	1	1
Primary	chr8	124150990	145977731	1	1
Primary	chr9	242529	24842558	1	1
Primary	chr9	24891933	38773520	2	0
Primary	chr9	71037776	117123750	1	1
Primary	chr9	117124519	118244782	1	0
Primary	chr9	118279910	121034033	1	1
Primary	chr9	121142577	141068960	1	1
Primary	chr10	167852	31081029	1	1
Primary	chr10	31094499	36754332	1	0
Primary	chr10	38012289	39054567	1	1
Primary	chr10	42411044	55659939	1	1
Primary	chr10	56585587	64351581	1	1
Primary	chr10	64821923	86376297	1	1
Primary	chr10	86767662	88421457	1	0
Primary	chr10	91178000	92449965	1	1
Primary	chr10	93203980	94436947	1	1
Primary	chr10	94447558	96128383	1	0
Primary	chr10	96227408	97376115	1	1
Primary	chr10	97390533	99667593	1	0
Primary	chr10	99684342	102746231	1	1
Primary	chr10	104677662	105844219	1	0
Primary	chr10	105883395	113636895	1	1
Primary	chr10	115147900	135235890	1	1
Primary	chr11	197337	2688526	1	0
Primary	chr11	2899538	5270418	1	0
Primary	chr11	5279153	51512796	1	0
Primary	chr11	55707447	134942926	1	0
Primary	chr12	193920	9626490	1	0
Primary	chr12	9630126	23281554	1	0
Primary	chr12	23283594	29864643	1	0
Primary	chr12	29864808	34840686	1	0
Primary	chr12	37864093	48213942	1	0
Primary	chr12	48245828	49444545	1	0
Primary	chr12	49455870	53442129	1	0
Primary	chr12	53442956	133802299	1	1
Primary	chr13	19455253	40345466	0	1
Primary	chr13	40351064	74222154	0	1
Primary	chr13	74310237	114989973	0	1
Primary	chr14	20425051	37741821	1	0
Primary	chr14	38110163	51717411	1	0
Primary	chr14	52488385	56972779	1	0
Primary	chr14	57054459	73700667	1	0
Primary	chr14	73704224	107283598	1	0
Primary	chr15	20029688	45439077	1	0
Primary	chr15	45454720	102376761	1	0
Primary	chr16	143503	1778515	1	1
Primary	chr16	3213276	19243587	1	1
Primary	chr16	20245283	23039075	1	1
Primary	chr16	23043360	34461167	1	1
Primary	chr16	46486172	89998794	0	1
Primary	chr17	6157	4835852	1	0
Primary	chr17	4911239	11888059	1	0
Primary	chr17	11914615	22163680	1	1
Primary	chr17	25800562	62410447	1	1
Primary	chr17	62515017	64098545	1	0
Primary	chr17	64100060	69404223	1	1
Primary	chr17	70318866	79998444	1	1
Primary	chr18	125632	14142302	1	1
Primary	chr18	18559675	53037388	1	1
Primary	chr18	53662881	77998496	1	1
Primary	chr19	260137	6510003	1	0
Primary	chr19	6516492	8079591	0	1
Primary	chr19	8081543	16658684	0	1
Primary	chr19	16665857	24603386	1	0
Primary	chr19	27741320	59097308	0	1
Primary	chr20	20061474	26369568	1	1
Primary	chr20	29369570	62914092	1	1
Primary	chr21	15281252	38114442	1	1
Primary	chr21	38394733	39872696	1	1
Primary	chr21	40516288	42852497	1	0
Primary	chr21	42870522	48038575	1	1
Primary	chr22	16568293	49998877	1	1
RIngLNMet	chr1	770085	16851440	2	1
RIngLNMet	chr1	17275895	21009611	2	1
RIngLNMet	chr1	21758505	63956746	2	1
RIngLNMet	chr1	63988904	67207598	2	1
RIngLNMet	chr1	67597693	69324595	2	1
RIngLNMet	chr1	69743750	80854094	2	1
RIngLNMet	chr1	80926312	87322286	1	0
RIngLNMet	chr1	87473642	90953336	2	1
RIngLNMet	chr1	92469678	94275908	2	1
RIngLNMet	chr1	95180880	121350213	2	1
RIngLNMet	chr1	144896319	212345669	2	1
RIngLNMet	chr1	212354412	213356494	1	0
RIngLNMet	chr1	213364581	249216384	2	1
RIngLNMet	chr2	30762	11758536	2	2
RIngLNMet	chr2	11761422	25646967	2	2
RIngLNMet	chr2	26558294	27685014	2	2
RIngLNMet	chr2	27688601	28780313	2	2
RIngLNMet	chr2	28789884	31276325	2	2
RIngLNMet	chr2	31280138	47368754	2	2
RIngLNMet	chr2	47371933	56978709	2	2
RIngLNMet	chr2	57230838	58306811	2	2
RIngLNMet	chr2	58309374	77420661	2	0
RIngLNMet	chr2	77429248	80057523	2	2
RIngLNMet	chr2	80062846	83008205	2	2
RIngLNMet	chr2	83504968	92266269	2	2
RIngLNMet	chr2	95346816	122207005	2	2
RIngLNMet	chr2	122455038	131141569	2	2
RIngLNMet	chr2	131893348	172399050	2	2
RIngLNMet	chr2	172416376	227670180	2	2
RIngLNMet	chr2	227857497	242979500	2	2
RIngLNMet	chr3	74710	6811529	2	2
RIngLNMet	chr3	6827403	31916987	2	2
RIngLNMet	chr3	31927419	70665990	2	2
RIngLNMet	chr3	70688829	73887945	2	2
RIngLNMet	chr3	73889849	87897910	2	2
RIngLNMet	chr3	87900375	90502271	2	2
RIngLNMet	chr3	93505756	124675577	2	2
RIngLNMet	chr3	125122081	131094744	2	2
RIngLNMet	chr3	131114421	151922841	2	2
RIngLNMet	chr3	152656180	153965068	2	2
RIngLNMet	chr3	154090291	175431181	2	2
RIngLNMet	chr3	176157040	194810129	2	2
RIngLNMet	chr3	194811612	197845233	2	2
RIngLNMet	chr4	92231	49092676	2	2
RIngLNMet	chr4	52681128	77259248	2	2
RIngLNMet	chr4	77262694	174106663	2	2
RIngLNMet	chr4	174109622	176134061	2	2
RIngLNMet	chr4	176150780	190790246	2	2
RIngLNMet	chr5	859828	46098606	2	1
RIngLNMet	chr5	49441779	50699552	2	1
RIngLNMet	chr5	50700597	57309750	2	1
RIngLNMet	chr5	57318866	58367957	3	2
RIngLNMet	chr5	58382465	99928881	2	1
RIngLNMet	chr5	99929353	180685900	2	1
RIngLNMet	chr6	205696	6782298	2	1
RIngLNMet	chr6	7245458	58773345	2	1
RIngLNMet	chr6	61881006	70925185	2	1
RIngLNMet	chr6	70930894	80431894	2	1
RIngLNMet	chr6	80458909	108810565	1	0
RIngLNMet	chr6	108833037	110118776	2	1
RIngLNMet	chr6	110150990	139107230	2	1
RIngLNMet	chr6	140128723	170847498	2	1
RIngLNMet	chr7	80500	57999512	2	2
RIngLNMet	chr7	61739232	159121569	2	2
RIngLNMet	chr8	164050	29184507	2	0
RIngLNMet	chr8	29195447	43086170	2	2
RIngLNMet	chr8	46858035	48099109	2	2
RIngLNMet	chr8	48101793	96801724	2	2
RIngLNMet	chr8	96813185	101710929	2	2
RIngLNMet	chr8	101747208	124150413	2	2
RIngLNMet	chr8	124150990	145977731	2	2
RIngLNMet	chr9	242529	24842558	2	2
RIngLNMet	chr9	24891933	38773520	2	2
RIngLNMet	chr9	71037776	117123750	2	2
RIngLNMet	chr9	117124519	118244782	2	0
RIngLNMet	chr9	118279910	121034033	2	2
RIngLNMet	chr9	121142577	141068960	2	2
RIngLNMet	chr10	167852	31081029	2	2
RIngLNMet	chr10	31094499	36754332	2	2
RIngLNMet	chr10	38012289	39054567	2	2
RIngLNMet	chr10	42411044	55659939	2	2
RIngLNMet	chr10	56585587	64351581	2	2
RIngLNMet	chr10	64821923	86376297	2	2
RIngLNMet	chr10	86767662	88421457	2	0
RIngLNMet	chr10	91178000	92449965	2	2
RIngLNMet	chr10	93203980	94436947	2	2
RIngLNMet	chr10	94447558	96128383	2	0
RIngLNMet	chr10	96227408	97376115	2	2
RIngLNMet	chr10	97390533	99667593	2	0
RIngLNMet	chr10	99684342	102746231	2	2
RIngLNMet	chr10	104677662	105844219	2	0
RIngLNMet	chr10	105883395	113636895	2	2
RIngLNMet	chr10	115147900	135235890	2	2
RIngLNMet	chr11	197337	2688526	2	1
RIngLNMet	chr11	2899538	5270418	2	1
RIngLNMet	chr11	5279153	51512796	2	1
RIngLNMet	chr11	55707447	134942926	2	1
RIngLNMet	chr12	193920	9626490	2	0
RIngLNMet	chr12	9630126	23281554	2	0
RIngLNMet	chr12	23283594	29864643	2	0
RIngLNMet	chr12	29864808	34840686	2	0
RIngLNMet	chr12	37864093	48213942	2	0
RIngLNMet	chr12	48245828	49444545	2	0
RIngLNMet	chr12	49455870	53442129	2	0
RIngLNMet	chr12	53442956	133802299	2	2
RIngLNMet	chr13	19455253	40345466	2	1
RIngLNMet	chr13	40351064	74222154	1	0
RIngLNMet	chr13	74310237	114989973	2	1
RIngLNMet	chr14	20425051	37741821	2	1
RIngLNMet	chr14	38110163	51717411	2	1
RIngLNMet	chr14	52488385	56972779	2	1
RIngLNMet	chr14	57054459	73700667	2	1
RIngLNMet	chr14	73704224	107283598	2	1
RIngLNMet	chr15	20029688	45439077	2	1
RIngLNMet	chr15	45454720	102376761	2	1
RIngLNMet	chr16	143503	1778515	2	1
RIngLNMet	chr16	3213276	19243587	2	1
RIngLNMet	chr16	20245283	23039075	2	1
RIngLNMet	chr16	23043360	34461167	2	1
RIngLNMet	chr16	46486172	89998794	2	1
RIngLNMet	chr17	6157	4835852	2	2
RIngLNMet	chr17	4911239	11888059	2	0
RIngLNMet	chr17	11914615	22163680	2	2
RIngLNMet	chr17	25800562	62410447	2	2
RIngLNMet	chr17	62515017	64098545	2	0
RIngLNMet	chr17	64100060	69404223	2	2
RIngLNMet	chr17	70318866	79998444	2	2
RIngLNMet	chr18	125632	14142302	2	2
RIngLNMet	chr18	18559675	53037388	2	2
RIngLNMet	chr18	53662881	77998496	2	2
RIngLNMet	chr19	260137	6510003	2	1
RIngLNMet	chr19	6516492	8079591	1	0
RIngLNMet	chr19	8081543	16658684	2	1
RIngLNMet	chr19	16665857	24603386	2	1
RIngLNMet	chr19	27741320	59097308	2	1
RIngLNMet	chr20	20061474	26369568	2	2
RIngLNMet	chr20	29369570	62914092	2	2
RIngLNMet	chr21	15281252	38114442	2	2
RIngLNMet	chr21	38394733	39872696	2	2
RIngLNMet	chr21	40516288	42852497	2	1
RIngLNMet	chr21	42870522	48038575	2	2
RIngLNMet	chr22	16568293	49998877	2	2
RRib7Met	chr1	770085	16851440	2	1
RRib7Met	chr1	17275895	21009611	2	1
RRib7Met	chr1	21758505	63956746	2	1
RRib7Met	chr1	63988904	67207598	2	1
RRib7Met	chr1	67597693	69324595	2	1
RRib7Met	chr1	69743750	80854094	2	1
RRib7Met	chr1	80926312	87322286	1	0
RRib7Met	chr1	87473642	90953336	2	1
RRib7Met	chr1	92469678	94275908	2	1
RRib7Met	chr1	95180880	121350213	2	1
RRib7Met	chr1	144896319	212345669	2	1
RRib7Met	chr1	212354412	213356494	1	0
RRib7Met	chr1	213364581	249216384	2	1
RRib7Met	chr2	30762	11758536	2	2
RRib7Met	chr2	11761422	25646967	2	2
RRib7Met	chr2	26558294	27685014	2	2
RRib7Met	chr2	27688601	28780313	2	2
RRib7Met	chr2	28789884	31276325	2	2
RRib7Met	chr2	31280138	47368754	2	2
RRib7Met	chr2	47371933	56978709	2	2
RRib7Met	chr2	57230838	58306811	2	2
RRib7Met	chr2	58309374	77420661	2	0
RRib7Met	chr2	77429248	80057523	2	2
RRib7Met	chr2	80062846	83008205	2	2
RRib7Met	chr2	83504968	92266269	2	2
RRib7Met	chr2	95346816	122207005	2	2
RRib7Met	chr2	122455038	131141569	2	2
RRib7Met	chr2	131893348	172399050	2	2
RRib7Met	chr2	172416376	227670180	2	2
RRib7Met	chr2	227857497	242979500	2	2
RRib7Met	chr3	74710	6811529	2	2
RRib7Met	chr3	6827403	31916987	2	2
RRib7Met	chr3	31927419	70665990	2	2
RRib7Met	chr3	70688829	73887945	2	2
RRib7Met	chr3	73889849	87897910	2	2
RRib7Met	chr3	87900375	90502271	2	2
RRib7Met	chr3	93505756	124675577	2	2
RRib7Met	chr3	125122081	131094744	2	2
RRib7Met	chr3	131114421	151922841	2	2
RRib7Met	chr3	152656180	153965068	2	1
RRib7Met	chr3	154090291	175431181	2	2
RRib7Met	chr3	176157040	194810129	2	2
RRib7Met	chr3	194811612	197845233	2	2
RRib7Met	chr4	92231	49092676	2	2
RRib7Met	chr4	52681128	77259248	2	2
RRib7Met	chr4	77262694	174106663	2	2
RRib7Met	chr4	174109622	176134061	2	2
RRib7Met	chr4	176150780	190790246	2	2
RRib7Met	chr5	859828	46098606	2	1
RRib7Met	chr5	49441779	50699552	2	1
RRib7Met	chr5	50700597	57309750	2	1
RRib7Met	chr5	57318866	58367957	3	2
RRib7Met	chr5	58382465	99928881	2	1
RRib7Met	chr5	99929353	180685900	2	1
RRib7Met	chr6	205696	6782298	2	1
RRib7Met	chr6	7245458	58773345	2	1
RRib7Met	chr6	61881006	70925185	2	1
RRib7Met	chr6	70930894	80431894	2	1
RRib7Met	chr6	80458909	108810565	1	0
RRib7Met	chr6	108833037	110118776	2	1
RRib7Met	chr6	110150990	139107230	2	1
RRib7Met	chr6	140128723	170847498	2	1
RRib7Met	chr7	80500	57999512	2	2
RRib7Met	chr7	61739232	159121569	2	2
RRib7Met	chr8	164050	29184507	3	0
RRib7Met	chr8	29195447	43086170	2	2
RRib7Met	chr8	46858035	48099109	2	2
RRib7Met	chr8	48101793	96801724	2	2
RRib7Met	chr8	96813185	101710929	2	2
RRib7Met	chr8	101747208	124150413	2	2
RRib7Met	chr8	124150990	145977731	2	2
RRib7Met	chr9	242529	24842558	2	2
RRib7Met	chr9	24891933	38773520	2	2
RRib7Met	chr9	71037776	117123750	2	2
RRib7Met	chr9	117124519	118244782	2	0
RRib7Met	chr9	118279910	121034033	2	2
RRib7Met	chr9	121142577	141068960	2	2
RRib7Met	chr10	167852	31081029	2	2
RRib7Met	chr10	31094499	36754332	2	2
RRib7Met	chr10	38012289	39054567	2	2
RRib7Met	chr10	42411044	55659939	2	2
RRib7Met	chr10	56585587	64351581	2	2
RRib7Met	chr10	64821923	86376297	2	2
RRib7Met	chr10	86767662	88421457	2	0
RRib7Met	chr10	91178000	92449965	2	2
RRib7Met	chr10	93203980	94436947	2	2
RRib7Met	chr10	94447558	96128383	2	0
RRib7Met	chr10	96227408	97376115	2	2
RRib7Met	chr10	97390533	99667593	2	0
RRib7Met	chr10	99684342	102746231	2	2
RRib7Met	chr10	104677662	105844219	2	0
RRib7Met	chr10	105883395	113636895	2	2
RRib7Met	chr10	115147900	135235890	2	2
RRib7Met	chr11	197337	2688526	2	1
RRib7Met	chr11	2899538	5270418	2	1
RRib7Met	chr11	5279153	51512796	2	1
RRib7Met	chr11	55707447	134942926	2	1
RRib7Met	chr12	193920	9626490	2	0
RRib7Met	chr12	9630126	23281554	2	0
RRib7Met	chr12	23283594	29864643	2	0
RRib7Met	chr12	29864808	34840686	2	0
RRib7Met	chr12	37864093	48213942	2	0
RRib7Met	chr12	48245828	49444545	2	0
RRib7Met	chr12	49455870	53442129	2	0
RRib7Met	chr12	53442956	133802299	2	2
RRib7Met	chr13	19455253	40345466	2	1
RRib7Met	chr13	40351064	74222154	1	0
RRib7Met	chr13	74310237	114989973	2	1
RRib7Met	chr14	20425051	37741821	2	1
RRib7Met	chr14	38110163	51717411	2	1
RRib7Met	chr14	52488385	56972779	2	1
RRib7Met	chr14	57054459	73700667	2	1
RRib7Met	chr14	73704224	107283598	2	1
RRib7Met	chr15	20029688	45439077	2	1
RRib7Met	chr15	45454720	102376761	2	1
RRib7Met	chr16	143503	1778515	2	1
RRib7Met	chr16	3213276	19243587	2	1
RRib7Met	chr16	20245283	23039075	1	1
RRib7Met	chr16	23043360	34461167	1	1
RRib7Met	chr16	46486172	89998794	2	1
RRib7Met	chr17	6157	4835852	2	2
RRib7Met	chr17	4911239	11888059	2	0
RRib7Met	chr17	11914615	22163680	2	2
RRib7Met	chr17	25800562	62410447	2	2
RRib7Met	chr17	62515017	64098545	2	0
RRib7Met	chr17	64100060	69404223	2	2
RRib7Met	chr17	70318866	79998444	2	2
RRib7Met	chr18	125632	14142302	2	2
RRib7Met	chr18	18559675	53037388	2	2
RRib7Met	chr18	53662881	77998496	2	2
RRib7Met	chr19	260137	6510003	2	1
RRib7Met	chr19	6516492	8079591	1	0
RRib7Met	chr19	8081543	16658684	2	1
RRib7Met	chr19	16665857	24603386	2	1
RRib7Met	chr19	27741320	59097308	2	1
RRib7Met	chr20	20061474	26369568	2	2
RRib7Met	chr20	29369570	62914092	2	2
RRib7Met	chr21	15281252	38114442	2	2
RRib7Met	chr21	38394733	39872696	2	2
RRib7Met	chr21	40516288	42852497	2	1
RRib7Met	chr21	42870522	48038575	2	2
RRib7Met	chr22	16568293	49998877	2	2
RSubduralMet	chr1	770085	16851440	2	1
RSubduralMet	chr1	17275895	21009611	2	1
RSubduralMet	chr1	21758505	63956746	2	1
RSubduralMet	chr1	63988904	67207598	2	1
RSubduralMet	chr1	67597693	69324595	2	1
RSubduralMet	chr1	69743750	80854094	2	1
RSubduralMet	chr1	80926312	87322286	1	0
RSubduralMet	chr1	87473642	90953336	2	1
RSubduralMet	chr1	92469678	94275908	1	1
RSubduralMet	chr1	95180880	121350213	2	1
RSubduralMet	chr1	144896319	212345669	2	1
RSubduralMet	chr1	212354412	213356494	1	0
RSubduralMet	chr1	213364581	249216384	2	1
RSubduralMet	chr2	30762	11758536	2	2
RSubduralMet	chr2	11761422	25646967	2	2
RSubduralMet	chr2	26558294	27685014	2	2
RSubduralMet	chr2	27688601	28780313	2	2
RSubduralMet	chr2	28789884	31276325	2	2
RSubduralMet	chr2	31280138	47368754	2	2
RSubduralMet	chr2	47371933	56978709	2	2
RSubduralMet	chr2	57230838	58306811	2	2
RSubduralMet	chr2	58309374	77420661	2	0
RSubduralMet	chr2	77429248	80057523	2	2
RSubduralMet	chr2	80062846	83008205	2	2
RSubduralMet	chr2	83504968	92266269	2	2
RSubduralMet	chr2	95346816	122207005	2	2
RSubduralMet	chr2	122455038	131141569	2	2
RSubduralMet	chr2	131893348	172399050	2	2
RSubduralMet	chr2	172416376	227670180	2	2
RSubduralMet	chr2	227857497	242979500	2	2
RSubduralMet	chr3	74710	6811529	2	2
RSubduralMet	chr3	6827403	31916987	2	2
RSubduralMet	chr3	31927419	70665990	2	2
RSubduralMet	chr3	70688829	73887945	2	2
RSubduralMet	chr3	73889849	87897910	2	2
RSubduralMet	chr3	87900375	90502271	2	2
RSubduralMet	chr3	93505756	124675577	2	2
RSubduralMet	chr3	125122081	131094744	2	2
RSubduralMet	chr3	131114421	151922841	2	2
