	WGD	Rate	Number of Leaves	n	Method	Distance
3860	Low WGD	0.025	500	23	Manhattan NJ	174
3861	Low WGD	0.025	500	23	Manhattan Min. Ev.	224
3862	Low WGD	0.025	500	23	MEDALT	439
3863	Low WGD	0.025	500	23	MEDICC2	156
3864	Low WGD	0.025	3	17	Euclidean NJ	0
3865	Low WGD	0.025	3	17	Euclidean Min. Ev.	0
3866	Low WGD	0.025	3	17	Manhattan NJ	0
3867	Low WGD	0.025	3	17	Manhattan Min. Ev.	0
3868	Low WGD	0.025	3	17	MEDALT	2
3869	Low WGD	0.025	3	17	MEDICC2	0
3870	High WGD	0.05	10	4	Euclidean NJ	0
3871	High WGD	0.05	10	4	Euclidean Min. Ev.	0
3872	High WGD	0.05	10	4	Manhattan NJ	0
3873	High WGD	0.05	10	4	Manhattan Min. Ev.	0
3874	High WGD	0.05	10	4	MEDALT	7
3875	High WGD	0.05	10	4	MEDICC2	0
3876	No WGD	0.025	20	8	Euclidean NJ	8
3877	No WGD	0.025	20	8	Euclidean Min. Ev.	8
3878	No WGD	0.025	20	8	Manhattan NJ	2
3879	No WGD	0.025	20	8	Manhattan Min. Ev.	8
3880	No WGD	0.025	20	8	MEDALT	15
3881	No WGD	0.025	20	8	MEDICC2	2
3882	High WGD	0.1	15	3	Euclidean NJ	4
3883	High WGD	0.1	15	3	Euclidean Min. Ev.	4
3884	High WGD	0.1	15	3	Manhattan NJ	4
3885	High WGD	0.1	15	3	Manhattan Min. Ev.	4
3886	High WGD	0.1	15	3	MEDALT	15
3887	High WGD	0.1	15	3	MEDICC2	2
3888	Low WGD	0.025	3	2	Euclidean NJ	0
3889	Low WGD	0.025	3	2	Euclidean Min. Ev.	0
3890	Low WGD	0.025	3	2	Manhattan NJ	0
3891	Low WGD	0.025	3	2	Manhattan Min. Ev.	0
3892	Low WGD	0.025	3	2	MEDALT	1
3893	Low WGD	0.025	3	2	MEDICC2	0
3894	Low WGD	0.075	3	6	Euclidean NJ	0
3895	Low WGD	0.075	3	6	Euclidean Min. Ev.	0
3896	Low WGD	0.075	3	6	Manhattan NJ	0
3897	Low WGD	0.075	3	6	Manhattan Min. Ev.	0
3898	Low WGD	0.075	3	6	MEDALT	1
3899	Low WGD	0.075	3	6	MEDICC2	0
3900	Low WGD	0.01	500	6	Euclidean NJ	312
3901	Low WGD	0.01	500	6	Euclidean Min. Ev.	272
3902	Low WGD	0.01	500	6	Manhattan NJ	218
3903	Low WGD	0.01	500	6	Manhattan Min. Ev.	272
3904	Low WGD	0.01	500	6	MEDALT	404
3905	Low WGD	0.01	500	6	MEDICC2	186
3906	High WGD	0.01	10	7	Euclidean NJ	2
3907	High WGD	0.01	10	7	Euclidean Min. Ev.	0
3908	High WGD	0.01	10	7	Manhattan NJ	0
3909	High WGD	0.01	10	7	Manhattan Min. Ev.	0
3910	High WGD	0.01	10	7	MEDALT	7
3911	High WGD	0.01	10	7	MEDICC2	0
3912	Low WGD	0.01	5	24	Euclidean NJ	2
3913	Low WGD	0.01	5	24	Euclidean Min. Ev.	4
3914	Low WGD	0.01	5	24	Manhattan NJ	2
3915	Low WGD	0.01	5	24	Manhattan Min. Ev.	4
3916	Low WGD	0.01	5	24	MEDALT	1
3917	Low WGD	0.01	5	24	MEDICC2	2
3918	Low WGD	0.01	15	5	Euclidean NJ	4
3919	Low WGD	0.01	15	5	Euclidean Min. Ev.	4
3920	Low WGD	0.01	15	5	Manhattan NJ	6
3921	Low WGD	0.01	15	5	Manhattan Min. Ev.	4
3922	Low WGD	0.01	15	5	MEDALT	14
3923	Low WGD	0.01	15	5	MEDICC2	6
3924	Low WGD	0.05	20	8	Euclidean NJ	4
3925	Low WGD	0.05	20	8	Euclidean Min. Ev.	4
3926	Low WGD	0.05	20	8	Manhattan NJ	2
3927	Low WGD	0.05	20	8	Manhattan Min. Ev.	4
3928	Low WGD	0.05	20	8	MEDALT	16
3929	Low WGD	0.05	20	8	MEDICC2	2
3930	High WGD	0.1	20	22	Euclidean NJ	2
3931	High WGD	0.1	20	22	Euclidean Min. Ev.	2
3932	High WGD	0.1	20	22	Manhattan NJ	0
3933	High WGD	0.1	20	22	Manhattan Min. Ev.	2
3934	High WGD	0.1	20	22	MEDALT	16
3935	High WGD	0.1	20	22	MEDICC2	0
3936	High WGD	0.025	10	2	Euclidean NJ	0
3937	High WGD	0.025	10	2	Euclidean Min. Ev.	0
3938	High WGD	0.025	10	2	Manhattan NJ	2
3939	High WGD	0.025	10	2	Manhattan Min. Ev.	0
3940	High WGD	0.025	10	2	MEDALT	3
3941	High WGD	0.025	10	2	MEDICC2	0
3942	No WGD	0.05	15	13	Euclidean NJ	4
3943	No WGD	0.05	15	13	Euclidean Min. Ev.	4
3944	No WGD	0.05	15	13	Manhattan NJ	0
3945	No WGD	0.05	15	13	Manhattan Min. Ev.	4
3946	No WGD	0.05	15	13	MEDALT	12
3947	No WGD	0.05	15	13	MEDICC2	0
3948	Low WGD	0.025	3	1	Euclidean NJ	0
3949	Low WGD	0.025	3	1	Euclidean Min. Ev.	0
3950	Low WGD	0.025	3	1	Manhattan NJ	0
3951	Low WGD	0.025	3	1	Manhattan Min. Ev.	0
3952	Low WGD	0.025	3	1	MEDALT	-1
3953	Low WGD	0.025	3	1	MEDICC2	0
3954	High WGD	0.025	10	19	Euclidean NJ	0
3955	High WGD	0.025	10	19	Euclidean Min. Ev.	0
3956	High WGD	0.025	10	19	Manhattan NJ	0
3957	High WGD	0.025	10	19	Manhattan Min. Ev.	0
3958	High WGD	0.025	10	19	MEDALT	6
3959	High WGD	0.025	10	19	MEDICC2	0
3960	Low WGD	0.01	20	20	Euclidean NJ	2
3961	Low WGD	0.01	20	20	Euclidean Min. Ev.	2
3962	Low WGD	0.01	20	20	Manhattan NJ	6
3963	Low WGD	0.01	20	20	Manhattan Min. Ev.	2
3964	Low WGD	0.01	20	20	MEDALT	18
3965	Low WGD	0.01	20	20	MEDICC2	6
3966	No WGD	0.05	3	16	Euclidean NJ	0
3967	No WGD	0.05	3	16	Euclidean Min. Ev.	0
3968	No WGD	0.05	3	16	Manhattan NJ	0
3969	No WGD	0.05	3	16	Manhattan Min. Ev.	0
3970	No WGD	0.05	3	16	MEDALT	1
3971	No WGD	0.05	3	16	MEDICC2	0
3972	No WGD	0.025	15	24	Euclidean NJ	2
3973	No WGD	0.025	15	24	Euclidean Min. Ev.	2
3974	No WGD	0.025	15	24	Manhattan NJ	2
3975	No WGD	0.025	15	24	Manhattan Min. Ev.	2
3976	No WGD	0.025	15	24	MEDALT	10
3977	No WGD	0.025	15	24	MEDICC2	0
3978	No WGD	0.1	20	18	Euclidean NJ	2
3979	No WGD	0.1	20	18	Euclidean Min. Ev.	2
3980	No WGD	0.1	20	18	Manhattan NJ	6
3981	No WGD	0.1	20	18	Manhattan Min. Ev.	2
3982	No WGD	0.1	20	18	MEDALT	20
3983	No WGD	0.1	20	18	MEDICC2	6
3984	Low WGD	0.075	20	18	Euclidean NJ	4
3985	Low WGD	0.075	20	18	Euclidean Min. Ev.	2
3986	Low WGD	0.075	20	18	Manhattan NJ	0
3987	Low WGD	0.075	20	18	Manhattan Min. Ev.	2
3988	Low WGD	0.075	20	18	MEDALT	18
3989	Low WGD	0.075	20	18	MEDICC2	2
3990	High WGD	0.025	5	14	Euclidean NJ	2
3991	High WGD	0.025	5	14	Euclidean Min. Ev.	2
3992	High WGD	0.025	5	14	Manhattan NJ	0
3993	High WGD	0.025	5	14	Manhattan Min. Ev.	2
3994	High WGD	0.025	5	14	MEDALT	0
3995	High WGD	0.025	5	14	MEDICC2	0
3996	Low WGD	0.01	500	13	Euclidean NJ	380
3997	Low WGD	0.01	500	13	Euclidean Min. Ev.	300
3998	Low WGD	0.01	500	13	Manhattan NJ	260
3999	Low WGD	0.01	500	13	Manhattan Min. Ev.	300
4000	Low WGD	0.01	500	13	MEDALT	442
4001	Low WGD	0.01	500	13	MEDICC2	248
4002	High WGD	0.075	20	21	Euclidean NJ	14
4003	High WGD	0.075	20	21	Euclidean Min. Ev.	16
4004	High WGD	0.075	20	21	Manhattan NJ	12
4005	High WGD	0.075	20	21	Manhattan Min. Ev.	16
4006	High WGD	0.075	20	21	MEDALT	13
4007	High WGD	0.075	20	21	MEDICC2	16
4008	High WGD	0.01	5	21	Euclidean NJ	2
4009	High WGD	0.01	5	21	Euclidean Min. Ev.	4
4010	High WGD	0.01	5	21	Manhattan NJ	2
4011	High WGD	0.01	5	21	Manhattan Min. Ev.	4
4012	High WGD	0.01	5	21	MEDALT	1
4013	High WGD	0.01	5	21	MEDICC2	0
4014	Low WGD	0.05	250	8	Euclidean NJ	198
4015	Low WGD	0.05	250	8	Euclidean Min. Ev.	148
4016	Low WGD	0.05	250	8	Manhattan NJ	126
4017	Low WGD	0.05	250	8	Manhattan Min. Ev.	148
4018	Low WGD	0.05	250	8	MEDALT	232
4019	Low WGD	0.05	250	8	MEDICC2	142
4020	Low WGD	0.1	15	21	Euclidean NJ	8
4021	Low WGD	0.1	15	21	Euclidean Min. Ev.	12
4022	Low WGD	0.1	15	21	Manhattan NJ	6
4023	Low WGD	0.1	15	21	Manhattan Min. Ev.	12
4024	Low WGD	0.1	15	21	MEDALT	10
4025	Low WGD	0.1	15	21	MEDICC2	0
4026	High WGD	0.025	5	2	Euclidean NJ	0
4027	High WGD	0.025	5	2	Euclidean Min. Ev.	0
4028	High WGD	0.025	5	2	Manhattan NJ	0
4029	High WGD	0.025	5	2	Manhattan Min. Ev.	0
4030	High WGD	0.025	5	2	MEDALT	3
4031	High WGD	0.025	5	2	MEDICC2	0
4032	Low WGD	0.01	250	8	Euclidean NJ	188
4033	Low WGD	0.01	250	8	Euclidean Min. Ev.	152
4034	Low WGD	0.01	250	8	Manhattan NJ	124
4035	Low WGD	0.01	250	8	Manhattan Min. Ev.	152
4036	Low WGD	0.01	250	8	MEDALT	205
4037	Low WGD	0.01	250	8	MEDICC2	122
4038	Low WGD	0.05	20	6	Euclidean NJ	6
4039	Low WGD	0.05	20	6	Euclidean Min. Ev.	12
4040	Low WGD	0.05	20	6	Manhattan NJ	2
4041	Low WGD	0.05	20	6	Manhattan Min. Ev.	12
4042	Low WGD	0.05	20	6	MEDALT	13
4043	Low WGD	0.05	20	6	MEDICC2	4
4044	No WGD	0.01	15	7	Euclidean NJ	6
4045	No WGD	0.01	15	7	Euclidean Min. Ev.	6
4046	No WGD	0.01	15	7	Manhattan NJ	2
4047	No WGD	0.01	15	7	Manhattan Min. Ev.	6
4048	No WGD	0.01	15	7	MEDALT	9
4049	No WGD	0.01	15	7	MEDICC2	4
4050	No WGD	0.05	10	9	Euclidean NJ	4
4051	No WGD	0.05	10	9	Euclidean Min. Ev.	2
4052	No WGD	0.05	10	9	Manhattan NJ	0
4053	No WGD	0.05	10	9	Manhattan Min. Ev.	2
4054	No WGD	0.05	10	9	MEDALT	7
4055	No WGD	0.05	10	9	MEDICC2	0
4056	Low WGD	0.01	50	21	Euclidean NJ	30
4057	Low WGD	0.01	50	21	Euclidean Min. Ev.	30
4058	Low WGD	0.01	50	21	Manhattan NJ	24
4059	Low WGD	0.01	50	21	Manhattan Min. Ev.	30
4060	Low WGD	0.01	50	21	MEDALT	43
4061	Low WGD	0.01	50	21	MEDICC2	18
4062	No WGD	0.05	20	3	Euclidean NJ	2
4063	No WGD	0.05	20	3	Euclidean Min. Ev.	6
4064	No WGD	0.05	20	3	Manhattan NJ	0
4065	No WGD	0.05	20	3	Manhattan Min. Ev.	6
4066	No WGD	0.05	20	3	MEDALT	19
4067	No WGD	0.05	20	3	MEDICC2	0
4068	High WGD	0.075	3	23	Euclidean NJ	0
4069	High WGD	0.075	3	23	Euclidean Min. Ev.	0
4070	High WGD	0.075	3	23	Manhattan NJ	0
4071	High WGD	0.075	3	23	Manhattan Min. Ev.	0
4072	High WGD	0.075	3	23	MEDALT	1
4073	High WGD	0.075	3	23	MEDICC2	0
4074	High WGD	0.025	5	5	Euclidean NJ	0
4075	High WGD	0.025	5	5	Euclidean Min. Ev.	0
4076	High WGD	0.025	5	5	Manhattan NJ	0
4077	High WGD	0.025	5	5	Manhattan Min. Ev.	0
4078	High WGD	0.025	5	5	MEDALT	3
4079	High WGD	0.025	5	5	MEDICC2	0
4080	Low WGD	0.05	100	24	Euclidean NJ	64
4081	Low WGD	0.05	100	24	Euclidean Min. Ev.	56
4082	Low WGD	0.05	100	24	Manhattan NJ	38
4083	Low WGD	0.05	100	24	Manhattan Min. Ev.	56
4084	Low WGD	0.05	100	24	MEDALT	95
4085	Low WGD	0.05	100	24	MEDICC2	40
4086	High WGD	0.1	5	1	Euclidean NJ	2
4087	High WGD	0.1	5	1	Euclidean Min. Ev.	2
4088	High WGD	0.1	5	1	Manhattan NJ	0
4089	High WGD	0.1	5	1	Manhattan Min. Ev.	2
4090	High WGD	0.1	5	1	MEDALT	3
4091	High WGD	0.1	5	1	MEDICC2	0
4092	Low WGD	0.025	5	16	Euclidean NJ	0
4093	Low WGD	0.025	5	16	Euclidean Min. Ev.	0
4094	Low WGD	0.025	5	16	Manhattan NJ	0
4095	Low WGD	0.025	5	16	Manhattan Min. Ev.	0
4096	Low WGD	0.025	5	16	MEDALT	3
4097	Low WGD	0.025	5	16	MEDICC2	0
4098	No WGD	0.05	15	1	Euclidean NJ	2
4099	No WGD	0.05	15	1	Euclidean Min. Ev.	2
4100	No WGD	0.05	15	1	Manhattan NJ	2
4101	No WGD	0.05	15	1	Manhattan Min. Ev.	2
4102	No WGD	0.05	15	1	MEDALT	10
4103	No WGD	0.05	15	1	MEDICC2	2
4104	No WGD	0.075	15	11	Euclidean NJ	6
4105	No WGD	0.075	15	11	Euclidean Min. Ev.	6
4106	No WGD	0.075	15	11	Manhattan NJ	4
4107	No WGD	0.075	15	11	Manhattan Min. Ev.	6
4108	No WGD	0.075	15	11	MEDALT	7
4109	No WGD	0.075	15	11	MEDICC2	2
4110	High WGD	0.05	15	21	Euclidean NJ	0
4111	High WGD	0.05	15	21	Euclidean Min. Ev.	0
4112	High WGD	0.05	15	21	Manhattan NJ	0
4113	High WGD	0.05	15	21	Manhattan Min. Ev.	0
4114	High WGD	0.05	15	21	MEDALT	9
4115	High WGD	0.05	15	21	MEDICC2	0
4116	High WGD	0.1	3	22	Euclidean NJ	0
4117	High WGD	0.1	3	22	Euclidean Min. Ev.	0
4118	High WGD	0.1	3	22	Manhattan NJ	0
4119	High WGD	0.1	3	22	Manhattan Min. Ev.	0
4120	High WGD	0.1	3	22	MEDALT	1
4121	High WGD	0.1	3	22	MEDICC2	0
4122	Low WGD	0.1	10	8	Euclidean NJ	2
4123	Low WGD	0.1	10	8	Euclidean Min. Ev.	2
4124	Low WGD	0.1	10	8	Manhattan NJ	2
4125	Low WGD	0.1	10	8	Manhattan Min. Ev.	2
4126	Low WGD	0.1	10	8	MEDALT	7
4127	Low WGD	0.1	10	8	MEDICC2	0
4128	Low WGD	0.025	50	15	Euclidean NJ	20
4129	Low WGD	0.025	50	15	Euclidean Min. Ev.	16
4130	Low WGD	0.025	50	15	Manhattan NJ	8
4131	Low WGD	0.025	50	15	Manhattan Min. Ev.	16
4132	Low WGD	0.025	50	15	MEDALT	49
4133	Low WGD	0.025	50	15	MEDICC2	10
4134	High WGD	0.01	15	2	Euclidean NJ	4
4135	High WGD	0.01	15	2	Euclidean Min. Ev.	4
4136	High WGD	0.01	15	2	Manhattan NJ	2
4137	High WGD	0.01	15	2	Manhattan Min. Ev.	4
4138	High WGD	0.01	15	2	MEDALT	9
4139	High WGD	0.01	15	2	MEDICC2	4
4140	No WGD	0.1	10	8	Euclidean NJ	0
4141	No WGD	0.1	10	8	Euclidean Min. Ev.	0
4142	No WGD	0.1	10	8	Manhattan NJ	0
4143	No WGD	0.1	10	8	Manhattan Min. Ev.	0
4144	No WGD	0.1	10	8	MEDALT	8
4145	No WGD	0.1	10	8	MEDICC2	0
4146	Low WGD	0.025	20	9	Euclidean NJ	4
4147	Low WGD	0.025	20	9	Euclidean Min. Ev.	4
4148	Low WGD	0.025	20	9	Manhattan NJ	2
4149	Low WGD	0.025	20	9	Manhattan Min. Ev.	4
4150	Low WGD	0.025	20	9	MEDALT	14
4151	Low WGD	0.025	20	9	MEDICC2	6
4152	No WGD	0.075	5	22	Euclidean NJ	0
4153	No WGD	0.075	5	22	Euclidean Min. Ev.	0
4154	No WGD	0.075	5	22	Manhattan NJ	0
4155	No WGD	0.075	5	22	Manhattan Min. Ev.	0
4156	No WGD	0.075	5	22	MEDALT	3
4157	No WGD	0.075	5	22	MEDICC2	0
4158	No WGD	0.1	5	22	Euclidean NJ	2
4159	No WGD	0.1	5	22	Euclidean Min. Ev.	2
4160	No WGD	0.1	5	22	Manhattan NJ	0
4161	No WGD	0.1	5	22	Manhattan Min. Ev.	2
4162	No WGD	0.1	5	22	MEDALT	3
4163	No WGD	0.1	5	22	MEDICC2	0
4164	No WGD	0.1	15	8	Euclidean NJ	4
4165	No WGD	0.1	15	8	Euclidean Min. Ev.	6
4166	No WGD	0.1	15	8	Manhattan NJ	2
4167	No WGD	0.1	15	8	Manhattan Min. Ev.	6
4168	No WGD	0.1	15	8	MEDALT	13
4169	No WGD	0.1	15	8	MEDICC2	2
4170	No WGD	0.01	10	17	Euclidean NJ	2
4171	No WGD	0.01	10	17	Euclidean Min. Ev.	8
4172	No WGD	0.01	10	17	Manhattan NJ	4
4173	No WGD	0.01	10	17	Manhattan Min. Ev.	8
4174	No WGD	0.01	10	17	MEDALT	3
4175	No WGD	0.01	10	17	MEDICC2	4
4176	No WGD	0.05	15	7	Euclidean NJ	6
4177	No WGD	0.05	15	7	Euclidean Min. Ev.	6
4178	No WGD	0.05	15	7	Manhattan NJ	4
4179	No WGD	0.05	15	7	Manhattan Min. Ev.	6
4180	No WGD	0.05	15	7	MEDALT	11
4181	No WGD	0.05	15	7	MEDICC2	4
4182	High WGD	0.01	20	16	Euclidean NJ	8
4183	High WGD	0.01	20	16	Euclidean Min. Ev.	6
4184	High WGD	0.01	20	16	Manhattan NJ	8
4185	High WGD	0.01	20	16	Manhattan Min. Ev.	6
4186	High WGD	0.01	20	16	MEDALT	13
4187	High WGD	0.01	20	16	MEDICC2	0
4188	High WGD	0.01	15	10	Euclidean NJ	0
4189	High WGD	0.01	15	10	Euclidean Min. Ev.	2
4190	High WGD	0.01	15	10	Manhattan NJ	4
4191	High WGD	0.01	15	10	Manhattan Min. Ev.	2
4192	High WGD	0.01	15	10	MEDALT	9
4193	High WGD	0.01	15	10	MEDICC2	2
4194	No WGD	0.075	15	1	Euclidean NJ	6
4195	No WGD	0.075	15	1	Euclidean Min. Ev.	6
4196	No WGD	0.075	15	1	Manhattan NJ	2
4197	No WGD	0.075	15	1	Manhattan Min. Ev.	6
4198	No WGD	0.075	15	1	MEDALT	13
4199	No WGD	0.075	15	1	MEDICC2	0
4200	Low WGD	0.05	3	6	Euclidean NJ	0
4201	Low WGD	0.05	3	6	Euclidean Min. Ev.	0
4202	Low WGD	0.05	3	6	Manhattan NJ	0
4203	Low WGD	0.05	3	6	Manhattan Min. Ev.	0
4204	Low WGD	0.05	3	6	MEDALT	1
4205	Low WGD	0.05	3	6	MEDICC2	0
4206	No WGD	0.075	5	12	Euclidean NJ	0
4207	No WGD	0.075	5	12	Euclidean Min. Ev.	0
4208	No WGD	0.075	5	12	Manhattan NJ	0
4209	No WGD	0.075	5	12	Manhattan Min. Ev.	0
4210	No WGD	0.075	5	12	MEDALT	3
4211	No WGD	0.075	5	12	MEDICC2	0
4212	No WGD	0.01	15	1	Euclidean NJ	2
4213	No WGD	0.01	15	1	Euclidean Min. Ev.	2
4214	No WGD	0.01	15	1	Manhattan NJ	2
4215	No WGD	0.01	15	1	Manhattan Min. Ev.	2
4216	No WGD	0.01	15	1	MEDALT	9
4217	No WGD	0.01	15	1	MEDICC2	2
4218	No WGD	0.075	10	19	Euclidean NJ	8
4219	No WGD	0.075	10	19	Euclidean Min. Ev.	8
4220	No WGD	0.075	10	19	Manhattan NJ	0
4221	No WGD	0.075	10	19	Manhattan Min. Ev.	8
4222	No WGD	0.075	10	19	MEDALT	9
4223	No WGD	0.075	10	19	MEDICC2	2
4224	No WGD	0.1	10	9	Euclidean NJ	0
4225	No WGD	0.1	10	9	Euclidean Min. Ev.	0
4226	No WGD	0.1	10	9	Manhattan NJ	0
4227	No WGD	0.1	10	9	Manhattan Min. Ev.	0
4228	No WGD	0.1	10	9	MEDALT	7
4229	No WGD	0.1	10	9	MEDICC2	2
4230	Low WGD	0.025	15	8	Euclidean NJ	2
4231	Low WGD	0.025	15	8	Euclidean Min. Ev.	2
4232	Low WGD	0.025	15	8	Manhattan NJ	0
4233	Low WGD	0.025	15	8	Manhattan Min. Ev.	2
4234	Low WGD	0.025	15	8	MEDALT	10
4235	Low WGD	0.025	15	8	MEDICC2	0
4236	No WGD	0.025	20	7	Euclidean NJ	2
4237	No WGD	0.025	20	7	Euclidean Min. Ev.	4
4238	No WGD	0.025	20	7	Manhattan NJ	2
4239	No WGD	0.025	20	7	Manhattan Min. Ev.	4
4240	No WGD	0.025	20	7	MEDALT	14
4241	No WGD	0.025	20	7	MEDICC2	0
4242	High WGD	0.075	15	8	Euclidean NJ	8
4243	High WGD	0.075	15	8	Euclidean Min. Ev.	10
4244	High WGD	0.075	15	8	Manhattan NJ	4
4245	High WGD	0.075	15	8	Manhattan Min. Ev.	10
4246	High WGD	0.075	15	8	MEDALT	13
4247	High WGD	0.075	15	8	MEDICC2	0
4248	Low WGD	0.01	50	13	Euclidean NJ	22
4249	Low WGD	0.01	50	13	Euclidean Min. Ev.	18
4250	Low WGD	0.01	50	13	Manhattan NJ	12
4251	Low WGD	0.01	50	13	Manhattan Min. Ev.	18
4252	Low WGD	0.01	50	13	MEDALT	31
4253	Low WGD	0.01	50	13	MEDICC2	8
4254	High WGD	0.05	3	5	Euclidean NJ	2
4255	High WGD	0.05	3	5	Euclidean Min. Ev.	2
4256	High WGD	0.05	3	5	Manhattan NJ	0
4257	High WGD	0.05	3	5	Manhattan Min. Ev.	2
4258	High WGD	0.05	3	5	MEDALT	1
4259	High WGD	0.05	3	5	MEDICC2	0
4260	Low WGD	0.01	3	22	Euclidean NJ	0
4261	Low WGD	0.01	3	22	Euclidean Min. Ev.	0
4262	Low WGD	0.01	3	22	Manhattan NJ	0
4263	Low WGD	0.01	3	22	Manhattan Min. Ev.	0
4264	Low WGD	0.01	3	22	MEDALT	1
4265	Low WGD	0.01	3	22	MEDICC2	0
4266	Low WGD	0.075	15	21	Euclidean NJ	4
4267	Low WGD	0.075	15	21	Euclidean Min. Ev.	4
4268	Low WGD	0.075	15	21	Manhattan NJ	0
4269	Low WGD	0.075	15	21	Manhattan Min. Ev.	4
4270	Low WGD	0.075	15	21	MEDALT	11
4271	Low WGD	0.075	15	21	MEDICC2	2
4272	Low WGD	0.025	20	19	Euclidean NJ	4
4273	Low WGD	0.025	20	19	Euclidean Min. Ev.	2
4274	Low WGD	0.025	20	19	Manhattan NJ	2
4275	Low WGD	0.025	20	19	Manhattan Min. Ev.	2
4276	Low WGD	0.025	20	19	MEDALT	11
4277	Low WGD	0.025	20	19	MEDICC2	0
4278	Low WGD	0.075	20	22	Euclidean NJ	8
4279	Low WGD	0.075	20	22	Euclidean Min. Ev.	10
4280	Low WGD	0.075	20	22	Manhattan NJ	4
4281	Low WGD	0.075	20	22	Manhattan Min. Ev.	10
4282	Low WGD	0.075	20	22	MEDALT	19
4283	Low WGD	0.075	20	22	MEDICC2	4
4284	No WGD	0.1	20	23	Euclidean NJ	10
4285	No WGD	0.1	20	23	Euclidean Min. Ev.	6
4286	No WGD	0.1	20	23	Manhattan NJ	2
4287	No WGD	0.1	20	23	Manhattan Min. Ev.	6
4288	No WGD	0.1	20	23	MEDALT	16
4289	No WGD	0.1	20	23	MEDICC2	2
4290	Low WGD	0.025	500	0	Euclidean NJ	320
4291	Low WGD	0.025	500	0	Euclidean Min. Ev.	254
4292	Low WGD	0.025	500	0	Manhattan NJ	226
4293	Low WGD	0.025	500	0	Manhattan Min. Ev.	254
4294	Low WGD	0.025	500	0	MEDALT	418
4295	Low WGD	0.025	500	0	MEDICC2	204
4296	High WGD	0.075	20	23	Euclidean NJ	4
4297	High WGD	0.075	20	23	Euclidean Min. Ev.	4
4298	High WGD	0.075	20	23	Manhattan NJ	0
4299	High WGD	0.075	20	23	Manhattan Min. Ev.	4
4300	High WGD	0.075	20	23	MEDALT	17
4301	High WGD	0.075	20	23	MEDICC2	2
4302	No WGD	0.1	20	13	Euclidean NJ	4
4303	No WGD	0.1	20	13	Euclidean Min. Ev.	4
4304	No WGD	0.1	20	13	Manhattan NJ	2
4305	No WGD	0.1	20	13	Manhattan Min. Ev.	4
4306	No WGD	0.1	20	13	MEDALT	15
4307	No WGD	0.1	20	13	MEDICC2	4
4308	Low WGD	0.01	20	16	Euclidean NJ	6
4309	Low WGD	0.01	20	16	Euclidean Min. Ev.	8
4310	Low WGD	0.01	20	16	Manhattan NJ	4
4311	Low WGD	0.01	20	16	Manhattan Min. Ev.	8
4312	Low WGD	0.01	20	16	MEDALT	12
4313	Low WGD	0.01	20	16	MEDICC2	2
4314	No WGD	0.05	20	9	Euclidean NJ	6
4315	No WGD	0.05	20	9	Euclidean Min. Ev.	6
4316	No WGD	0.05	20	9	Manhattan NJ	2
4317	No WGD	0.05	20	9	Manhattan Min. Ev.	6
4318	No WGD	0.05	20	9	MEDALT	15
4319	No WGD	0.05	20	9	MEDICC2	0
4320	High WGD	0.025	10	4	Euclidean NJ	0
4321	High WGD	0.025	10	4	Euclidean Min. Ev.	0
4322	High WGD	0.025	10	4	Manhattan NJ	0
4323	High WGD	0.025	10	4	Manhattan Min. Ev.	0
4324	High WGD	0.025	10	4	MEDALT	6
4325	High WGD	0.025	10	4	MEDICC2	0
4326	Low WGD	0.01	10	9	Euclidean NJ	4
4327	Low WGD	0.01	10	9	Euclidean Min. Ev.	2
4328	Low WGD	0.01	10	9	Manhattan NJ	2
4329	Low WGD	0.01	10	9	Manhattan Min. Ev.	2
4330	Low WGD	0.01	10	9	MEDALT	5
4331	Low WGD	0.01	10	9	MEDICC2	2
4332	Low WGD	0.01	50	6	Euclidean NJ	36
4333	Low WGD	0.01	50	6	Euclidean Min. Ev.	36
4334	Low WGD	0.01	50	6	Manhattan NJ	24
4335	Low WGD	0.01	50	6	Manhattan Min. Ev.	36
4336	Low WGD	0.01	50	6	MEDALT	47
4337	Low WGD	0.01	50	6	MEDICC2	22
4338	Low WGD	0.01	50	23	Euclidean NJ	16
4339	Low WGD	0.01	50	23	Euclidean Min. Ev.	12
4340	Low WGD	0.01	50	23	Manhattan NJ	12
4341	Low WGD	0.01	50	23	Manhattan Min. Ev.	12
4342	Low WGD	0.01	50	23	MEDALT	36
4343	Low WGD	0.01	50	23	MEDICC2	4
4344	High WGD	0.025	20	15	Euclidean NJ	2
4345	High WGD	0.025	20	15	Euclidean Min. Ev.	2
4346	High WGD	0.025	20	15	Manhattan NJ	0
4347	High WGD	0.025	20	15	Manhattan Min. Ev.	2
4348	High WGD	0.025	20	15	MEDALT	16
4349	High WGD	0.025	20	15	MEDICC2	0
4350	High WGD	0.075	15	7	Euclidean NJ	2
4351	High WGD	0.075	15	7	Euclidean Min. Ev.	4
4352	High WGD	0.075	15	7	Manhattan NJ	4
4353	High WGD	0.075	15	7	Manhattan Min. Ev.	4
4354	High WGD	0.075	15	7	MEDALT	13
4355	High WGD	0.075	15	7	MEDICC2	2
4356	No WGD	0.01	10	10	Euclidean NJ	0
4357	No WGD	0.01	10	10	Euclidean Min. Ev.	2
4358	No WGD	0.01	10	10	Manhattan NJ	0
4359	No WGD	0.01	10	10	Manhattan Min. Ev.	2
